loan_loan_id,account_id,loan_date,loan_amount,loan_duration,loan_payments,loan_status,district_id,acc_frequency,day_before_loan,sum_monthly_payment_amount,sum_monthly_payment_amount_in,sum_monthly_payment_amount_out,sum_monthly_payment_out_household,sum_monthly_payment_out_insurrance,sum_monthly_payment_in_interest_credited,sum_monthly_payment_out_payment_for_statement,sum_monthly_payment_out_sanction_interest_neg_bal,count_out_sanction_interest_neg_bal,count_monthly_payment_trans,current_monthly_payment_amount_out,current_monthly_payment_out_household,current_monthly_payment_out_insurrance,current_monthly_payment_out_payment_for_statement,current_monthly_payment_in_interest_credited,sum_other_amount,count_other_trans,sum_other_amount_in,sum_other_amount_out,balance_latest,client_gender,client_age,all_client_mean_age,all_client_count,card_type_classic,card_type_gold,card_type_junior,num_inhabitants,urban_rate,avg_salary,num_enterpreneurs_per1000inhabitants,unemploy_rate,number_crimes
5586,2994,1996-09-14,48744,36,1354.0,C,77,monthly,134.0,159492,111192.0,48300.0,0.0,0.0,712.0,0.0,0.0,0,14,16700.0,0.0,0.0,0.0,248.0,158780,10,110480.0,48300.0,62891,F,35,35.0,1,1,0,0,148545,0.535,8909,113,4.779999999999999,3525.0
5589,3005,1998-06-05,390000,48,8125.0,C,42,after_transaction,510.0,475074,249137.0,225937.0,20649.0,0.0,1040.0,300.0,0.0,0,44,40579.0,6883.0,0.0,100.0,161.0,453085,33,248097.0,204988.0,23300,M,52,52.0,1,0,0,0,95907,0.591,8388,87,2.67,1663.0
5591,3021,1996-12-04,155616,48,3242.0,C,10,monthly,228.0,274536,149491.0,125045.0,0.0,0.0,1009.0,45.0,0.0,0,30,29415.0,0.0,0.0,15.0,167.0,273482,20,148482.0,125000.0,24447,F,40,40.0,1,0,0,0,92084,0.467,10124,141,0.52,4063.0
5593,3037,1996-04-18,277884,36,7719.0,D,44,monthly,693.0,1254283,632946.0,621337.0,81600.0,0.0,3430.0,225.0,0.0,0,117,15.0,0.0,0.0,15.0,0.0,1169028,69,629516.0,539512.0,11614,F,19,19.0,1,0,0,0,105606,0.53,8254,97,3.23,2245.5
5595,3050,1994-09-02,82896,12,6908.0,A,60,monthly,482.0,1356519,702301.0,654218.0,106876.0,451.0,3857.0,165.0,0.0,0,126,42309.0,9716.0,41.0,15.0,300.0,1245170,78,698444.0,546726.0,64301,M,27,25.5,2,1,0,0,110643,0.519,8441,115,3.9400000000000004,2065.5
5599,3064,1995-03-21,15420,12,1285.0,A,40,monthly,667.0,474476,253168.0,221308.0,24735.0,0.0,2172.0,255.0,0.0,0,151,6984.0,1455.0,0.0,15.0,101.0,447314,96,250996.0,196318.0,31867,F,34,34.0,1,0,0,0,128118,0.853,9317,97,6.735,6910.5
5606,3084,1996-08-28,253512,36,7042.0,D,59,weekly,213.0,329998,171658.0,158340.0,19800.0,0.0,770.0,60.0,0.0,0,29,18930.0,10800.0,0.0,30.0,92.0,309368,19,170888.0,138480.0,13318,F,54,54.0,1,0,0,0,108871,0.621,8444,106,3.335,2450.0
5610,3112,1996-02-24,123216,48,2567.0,C,38,monthly,561.0,1553462,815520.0,737942.0,16148.0,0.0,4150.0,150.0,0.0,0,128,93087.0,1468.0,0.0,15.0,304.0,1533014,89,811370.0,721644.0,77581,F,22,21.5,2,0,0,1,85852,0.598,8965,104,7.615,2737.5
5611,3115,1996-11-15,321180,60,5353.0,C,14,monthly,233.0,516234,276709.0,239525.0,58892.0,0.0,1089.0,45.0,0.0,0,38,19738.0,14723.0,0.0,15.0,99.0,456208,24,275620.0,180588.0,37184,M,63,59.0,2,0,0,0,177686,0.748,10045,135,1.555,6449.5
5614,3137,1998-09-21,253560,60,4226.0,C,39,monthly,645.0,1116231,576471.0,539760.0,0.0,0.0,2895.0,240.0,0.0,0,108,30315.0,0.0,0.0,15.0,173.0,1113096,72,573576.0,539520.0,36719,F,48,48.0,1,0,0,0,119895,0.899,10446,90,8.35,4845.0
5616,3143,1998-05-15,130896,24,5454.0,C,38,monthly,574.0,415216,229430.0,185786.0,62636.0,0.0,2334.0,210.0,0.0,0,113,11789.0,4474.0,0.0,15.0,176.0,350036,67,227096.0,122940.0,43648,F,45,48.0,2,0,0,0,85852,0.598,8965,104,7.615,2737.5
5620,3161,1998-06-16,30012,12,2501.0,C,48,monthly,659.0,951826,523270.0,428556.0,0.0,0.0,3464.0,180.0,0.0,0,103,29815.0,0.0,0.0,15.0,231.0,948182,70,519806.0,428376.0,94720,M,46,46.0,1,0,0,0,78955,0.59,9060,124,2.07,1686.0
5624,3166,1995-01-03,177744,48,3703.0,D,71,monthly,511.0,639060,326643.0,312417.0,0.0,0.0,1812.0,210.0,22.0,2,95,18615.0,0.0,0.0,15.0,35.0,637016,64,324831.0,312185.0,14231,M,27,27.0,1,1,0,0,161227,0.6970000000000001,8678,102,5.735,4787.5
5625,3189,1996-12-15,222180,60,3703.0,D,29,monthly,382.0,691806,375691.0,316115.0,0.0,0.0,2676.0,90.0,0.0,0,59,44615.0,0.0,0.0,15.0,347.0,689040,41,373015.0,316025.0,59579,M,60,60.0,1,0,0,0,45714,0.556,8843,113,3.2,853.0
5634,3229,1997-05-01,39024,12,3252.0,A,64,monthly,530.0,1403868,719641.0,684227.0,102420.0,0.0,3911.0,225.0,0.0,0,136,26369.0,6828.0,0.0,30.0,370.0,1297312,89,715730.0,581582.0,35437,M,63,63.0,1,1,0,0,197099,0.747,9624,145,1.955,4374.5
5635,3230,1996-10-04,77184,36,2144.0,C,1,monthly,573.0,1121222,571833.0,549389.0,0.0,0.0,3964.0,135.0,0.0,0,77,2515.0,0.0,0.0,15.0,103.0,1117123,52,567869.0,549254.0,22446,F,45,45.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5638,3249,1997-08-27,68124,12,5677.0,A,74,monthly,320.0,447143,231786.0,215357.0,49182.0,0.0,1104.0,75.0,0.0,0,51,19812.0,8197.0,0.0,15.0,69.0,396782,31,230682.0,166100.0,16431,M,42,42.0,1,0,0,0,323870,1.0,10673,100,5.07,18564.5
5643,3273,1997-09-21,94512,12,7876.0,B,74,monthly,632.0,2239224,1131516.0,1107708.0,0.0,0.0,7292.0,240.0,0.0,0,134,58468.0,0.0,0.0,15.0,187.0,2231692,78,1124224.0,1107468.0,23811,M,47,47.0,1,0,0,0,323870,1.0,10673,100,5.07,18564.5
5644,3293,1998-11-27,276084,36,7669.0,C,1,monthly,476.0,1522520,790074.0,732446.0,35541.0,696.0,3970.0,165.0,0.0,0,142,51299.0,3231.0,58.0,15.0,229.0,1482148,93,786104.0,696044.0,57631,F,35,35.0,1,1,0,0,1204953,1.0,12541,167,0.315,92392.0
5651,3329,1997-12-08,19248,12,1604.0,A,3,monthly,422.0,552305,297869.0,254436.0,83241.0,0.0,1768.0,135.0,0.0,0,72,23864.0,9249.0,0.0,15.0,120.0,467161,41,296101.0,171060.0,43436,M,35,31.5,2,0,0,0,75232,0.41700000000000004,8980,111,2.0549999999999997,2818.5
5656,3353,1997-02-09,146064,24,6086.0,C,74,monthly,166.0,256878,150949.0,105929.0,0.0,414.0,803.0,15.0,0.0,0,22,28429.0,0.0,414.0,15.0,216.0,255646,15,150146.0,105500.0,45021,F,46,46.0,1,0,0,0,323870,1.0,10673,100,5.07,18564.5
5657,3354,1994-07-05,4980,12,415.0,A,63,monthly,242.0,180898,101699.0,79199.0,1467.0,6160.0,1031.0,60.0,0.0,0,46,21048.0,489.0,1540.0,15.0,113.0,172180,27,100668.0,71512.0,22500,F,47,47.0,1,0,0,0,86513,0.505,8288,110,4.109999999999999,1511.0
5665,3390,1998-03-11,40632,12,3386.0,C,12,weekly,444.0,612248,330591.0,281657.0,8500.0,1050.0,2382.0,300.0,0.0,0,118,25651.0,850.0,105.0,30.0,181.0,600016,74,328209.0,271807.0,48931,F,54,54.0,1,0,0,0,107870,0.58,8754,137,4.055,3836.0
5669,3403,1998-06-27,71820,36,1995.0,C,63,monthly,403.0,801015,421821.0,379194.0,0.0,0.0,2375.0,150.0,0.0,0,79,15700.0,0.0,0.0,15.0,137.0,798490,57,419446.0,379044.0,42630,M,35,35.0,1,0,0,0,86513,0.505,8288,110,4.109999999999999,1511.0
5674,3418,1997-06-10,207264,48,4318.0,C,42,after_transaction,281.0,845571,445877.0,399694.0,0.0,0.0,1606.0,500.0,0.0,0,58,81000.0,0.0,0.0,100.0,309.0,843465,46,444271.0,399194.0,46282,M,37,35.5,2,0,0,0,95907,0.591,8388,87,2.67,1663.0
5681,3448,1997-10-20,68664,24,2861.0,C,58,weekly,501.0,543626,290134.0,253492.0,0.0,0.0,2824.0,360.0,0.0,0,73,21062.0,0.0,0.0,30.0,151.0,540442,45,287310.0,253132.0,36642,F,19,17.5,2,0,0,0,109164,0.636,8757,96,3.625,2341.5
5682,3455,1997-03-07,67464,12,5622.0,A,34,monthly,359.0,822675,440991.0,381684.0,0.0,0.0,1837.0,105.0,0.0,0,57,28415.0,0.0,0.0,15.0,107.0,820733,39,439154.0,381579.0,59311,M,64,64.0,1,0,0,0,125236,0.877,9675,100,7.04,5256.5
5683,3460,1998-05-29,140688,48,2931.0,C,16,monthly,416.0,955792,491326.0,464466.0,0.0,0.0,2585.0,165.0,0.0,0,85,16415.0,0.0,0.0,15.0,170.0,953042,62,488741.0,464301.0,26864,M,58,58.5,2,0,0,0,93931,0.569,8427,107,1.32,1893.5
5693,3489,1995-08-01,44088,24,1837.0,A,9,monthly,236.0,211776,128072.0,83704.0,10119.0,0.0,1049.0,45.0,0.0,0,32,8688.0,3373.0,0.0,15.0,180.0,200563,19,127023.0,73540.0,44383,F,48,48.0,1,0,0,0,81344,0.5529999999999999,8899,149,3.635,2737.0
5698,3556,1998-09-22,174840,60,2914.0,C,58,monthly,389.0,502745,265225.0,237520.0,38160.0,0.0,1564.0,120.0,0.0,0,87,28515.0,4240.0,0.0,15.0,137.0,462901,58,263661.0,199240.0,27706,F,48,48.0,1,0,0,0,109164,0.636,8757,96,3.625,2341.5
5699,3562,1998-05-24,174960,24,7290.0,C,50,monthly,674.0,1708100,889667.0,818433.0,0.0,0.0,4502.0,285.0,0.0,0,143,71315.0,0.0,0.0,15.0,311.0,1703313,103,885165.0,818148.0,71243,F,22,22.0,1,0,0,0,102609,0.52,8187,94,5.125,2128.5
5706,3608,1996-05-24,161496,36,4486.0,C,72,weekly,633.0,889778,459576.0,430202.0,59356.0,0.0,2456.0,570.0,0.0,0,130,11454.0,3124.0,0.0,30.0,132.0,827396,72,457120.0,370276.0,29372,M,28,28.0,1,0,0,0,226122,0.626,8994,110,4.295,9440.0
5713,3629,1995-05-30,158760,60,2646.0,C,48,monthly,672.0,772586,395881.0,376705.0,32198.0,148614.0,2364.0,255.0,0.0,0,166,21719.0,1894.0,8742.0,15.0,100.0,589155,94,393517.0,195638.0,19182,M,21,21.0,1,0,0,0,78955,0.59,9060,124,2.07,1686.0
5718,3637,1997-09-01,14028,12,1169.0,A,53,monthly,674.0,742216,396998.0,345218.0,87786.0,0.0,4274.0,270.0,0.0,0,156,15711.0,4877.0,0.0,15.0,225.0,649886,98,392724.0,257162.0,51800,F,54,54.0,1,0,0,0,107911,0.509,8240,99,3.0300000000000002,1876.5
5719,3664,1997-09-20,271584,48,5658.0,C,1,monthly,510.0,1285788,689092.0,596696.0,0.0,0.0,3905.0,135.0,0.0,0,90,21515.0,0.0,0.0,15.0,301.0,1281748,65,685187.0,596561.0,92401,M,23,23.0,1,1,0,0,1204953,1.0,12541,167,0.315,92392.0
5723,3674,1994-09-10,23628,12,1969.0,A,38,monthly,547.0,1090731,577412.0,513319.0,114036.0,0.0,3057.0,195.0,0.0,0,110,108918.0,9503.0,0.0,15.0,319.0,973443,67,574355.0,399088.0,64096,M,45,45.0,1,0,0,0,85852,0.598,8965,104,7.615,2737.5
5724,3678,1995-02-05,316140,60,5269.0,D,1,monthly,683.0,538226,275516.0,262710.0,104900.0,0.0,1690.0,270.0,0.0,0,139,15135.0,6000.0,0.0,15.0,67.0,431366,81,273826.0,157540.0,12826,M,31,31.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5725,3679,1996-07-23,444864,48,9268.0,C,64,monthly,343.0,411726,226734.0,184992.0,23214.0,0.0,1341.0,90.0,0.0,0,64,27832.0,3869.0,0.0,15.0,177.0,387081,42,225393.0,161688.0,41744,M,35,34.5,2,0,0,0,197099,0.747,9624,145,1.955,4374.5
5731,3711,1997-11-05,460980,60,7683.0,D,3,monthly,181.0,331524,175344.0,156180.0,7000.0,0.0,933.0,30.0,0.0,0,26,53862.0,7000.0,0.0,15.0,167.0,323561,17,174411.0,149150.0,19164,F,35,35.0,1,0,0,0,75232,0.41700000000000004,8980,111,2.0549999999999997,2818.5
5739,3747,1995-01-02,76380,12,6365.0,A,1,monthly,246.0,160723,91939.0,68784.0,9556.0,6000.0,773.0,60.0,0.0,0,45,14191.0,2389.0,1500.0,15.0,111.0,144334,25,91166.0,53168.0,23171,F,42,42.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5740,3752,1995-04-02,18564,12,1547.0,A,1,monthly,128.0,111666,77466.0,34200.0,0.0,0.0,455.0,0.0,0.0,0,13,13400.0,0.0,0.0,0.0,167.0,111211,9,77011.0,34200.0,43266,F,36,36.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5741,3754,1996-11-03,68544,24,2856.0,A,37,weekly,258.0,483201,253465.0,229736.0,11928.0,3652.0,1296.0,120.0,0.0,0,54,30171.0,3976.0,913.0,30.0,139.0,466205,35,252169.0,214036.0,23760,M,23,19.0,2,0,0,0,114006,0.623,9065,123,4.895,4156.5
5750,3804,1996-02-08,63252,12,5271.0,A,7,monthly,672.0,1551080,800391.0,750689.0,11574.0,0.0,4891.0,270.0,0.0,0,164,41516.0,643.0,0.0,15.0,109.0,1534345,106,795500.0,738845.0,49709,F,50,50.0,1,0,0,0,94725,0.634,9920,130,2.535,4567.5
5754,3834,1994-09-28,23052,12,1921.0,A,54,monthly,617.0,618741,323634.0,295107.0,46710.0,47835.0,1923.0,225.0,0.0,0,171,14375.0,3114.0,3189.0,15.0,101.0,522048,107,321711.0,200337.0,28532,F,59,56.0,2,0,0,0,387570,1.0,9897,140,1.78,18708.5
5758,3859,1997-05-02,307200,60,5120.0,D,53,monthly,374.0,853290,431666.0,421624.0,0.0,0.0,1908.0,120.0,0.0,0,68,4415.0,0.0,0.0,15.0,47.0,851262,48,429758.0,421504.0,10058,M,37,37.0,1,0,0,0,107911,0.509,8240,99,3.0300000000000002,1876.5
5760,3862,1998-09-18,74916,36,2081.0,C,1,monthly,664.0,1969256,1006353.0,962903.0,59636.0,0.0,3991.0,240.0,0.0,0,169,32847.0,3508.0,0.0,15.0,188.0,1905389,116,1002362.0,903027.0,43455,M,57,57.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5765,3875,1998-02-10,153936,24,6414.0,C,44,monthly,115.0,248875,174775.0,74100.0,0.0,0.0,506.0,0.0,0.0,0,11,36700.0,0.0,0.0,0.0,254.0,248369,8,174269.0,74100.0,100675,M,50,50.0,1,0,0,0,105606,0.53,8254,97,3.23,2245.5
5772,3906,1998-03-08,334620,60,5577.0,C,52,monthly,243.0,525606,287775.0,237831.0,0.0,0.0,2231.0,60.0,0.0,0,35,36393.0,0.0,0.0,15.0,317.0,523315,23,285544.0,237771.0,49944,F,38,41.0,2,0,0,0,139012,0.619,8363,108,2.995,2681.5
5773,3907,1998-03-16,133848,24,5577.0,C,37,monthly,697.0,1069520,539749.0,529771.0,0.0,0.0,3112.0,300.0,0.0,0,112,15715.0,0.0,0.0,15.0,107.0,1066108,70,536637.0,529471.0,9986,F,39,39.0,1,0,0,0,114006,0.623,9065,123,4.895,4156.5
5774,3916,1998-07-12,96984,36,2694.0,C,8,monthly,287.0,350633,182040.0,168593.0,65400.0,12850.0,658.0,75.0,0.0,0,55,20863.0,10900.0,2570.0,15.0,67.0,271650,30,181382.0,90268.0,13447,M,27,27.0,1,0,0,0,112065,0.6940000000000001,11277,127,1.3199999999999998,5083.0
5779,3942,1997-10-14,107352,36,2982.0,C,27,weekly,522.0,1009740,535434.0,474306.0,93996.0,0.0,2576.0,210.0,0.0,0,84,158258.0,13428.0,0.0,30.0,295.0,912958,53,532858.0,380100.0,61126,F,60,60.0,1,0,0,0,67298,0.43799999999999994,8561,110,0.9450000000000001,1078.0
5782,3953,1998-01-04,63576,12,5298.0,C,1,monthly,202.0,377293,210463.0,166830.0,0.0,0.0,2554.0,30.0,0.0,0,32,66215.0,0.0,0.0,15.0,450.0,374709,18,207909.0,166800.0,43635,F,39,39.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5784,3967,1997-03-29,84600,36,2350.0,D,54,monthly,188.0,335431,176173.0,159258.0,0.0,0.0,705.0,45.0,0.0,0,32,2615.0,0.0,0.0,15.0,43.0,334681,24,175468.0,159213.0,16916,M,61,61.0,1,0,0,0,387570,1.0,9897,140,1.78,18708.5
5790,4033,1997-03-20,84288,48,1756.0,C,57,monthly,121.0,77982,57682.0,20300.0,0.0,0.0,279.0,0.0,0.0,0,12,17900.0,0.0,0.0,0.0,138.0,77703,9,57403.0,20300.0,37382,F,22,22.0,1,0,0,0,161954,0.48,8720,116,4.1,3690.0
5799,4052,1997-12-28,106128,36,2948.0,C,36,weekly,337.0,440341,245718.0,194623.0,0.0,0.0,1245.0,180.0,0.0,0,52,21330.0,0.0,0.0,30.0,211.0,438916,36,244473.0,194443.0,51095,M,21,21.0,1,0,0,0,159617,0.852,9198,131,3.79,5964.0
5804,4079,1995-04-05,158976,48,3312.0,C,52,monthly,518.0,1337468,678171.0,659297.0,70126.0,4494.0,3259.0,210.0,0.0,0,156,10163.0,5009.0,321.0,15.0,74.0,1259379,98,674912.0,584467.0,18894,M,60,60.0,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
5805,4081,1995-11-28,137904,24,5746.0,B,11,monthly,129.0,76360,55760.0,20600.0,0.0,0.0,248.0,0.0,0.0,0,12,8100.0,0.0,0.0,0.0,123.0,76112,9,55512.0,20600.0,35160,M,31,31.0,1,0,0,0,75637,0.365,9622,154,0.495,3502.0
5808,4099,1997-07-31,41856,48,872.0,C,54,monthly,431.0,530598,283833.0,246765.0,19260.0,12980.0,1801.0,135.0,0.0,0,103,18942.0,1926.0,1298.0,15.0,173.0,496422,61,282032.0,214390.0,37069,F,39,39.0,1,1,0,0,387570,1.0,9897,140,1.78,18708.5
5815,4116,1998-06-03,151200,36,4200.0,C,6,monthly,241.0,708048,383587.0,324461.0,28896.0,0.0,1891.0,45.0,0.0,0,40,115663.0,14448.0,0.0,15.0,310.0,677216,27,381696.0,295520.0,59127,M,53,53.0,1,0,0,0,77963,0.515,8546,126,3.46,2880.0
5817,4127,1997-08-15,100800,24,4200.0,D,50,monthly,469.0,399335,198880.0,200455.0,44420.0,483.0,1159.0,105.0,23.0,3,64,317.0,0.0,69.0,15.0,0.0,353145,33,197721.0,155424.0,-1572,M,61,61.0,1,0,0,0,102609,0.52,8187,94,5.125,2128.5
5823,4144,1998-06-21,212976,36,5916.0,C,1,monthly,671.0,1836818,945018.0,891800.0,157554.0,0.0,3748.0,270.0,0.0,0,149,18668.0,8753.0,0.0,15.0,118.0,1675246,93,941270.0,733976.0,53222,F,26,23.5,2,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5830,4190,1997-08-28,405780,60,6763.0,C,62,monthly,694.0,645898,343713.0,302185.0,55119.0,22356.0,2963.0,270.0,0.0,0,176,14018.0,2901.0,1242.0,15.0,162.0,565190,99,340750.0,224440.0,41532,M,48,48.0,1,0,0,0,145688,0.40700000000000003,8544,109,1.53,2812.5
5836,4259,1994-08-27,79632,24,3318.0,A,66,monthly,141.0,399179,244463.0,154716.0,9516.0,0.0,958.0,0.0,0.0,0,16,36816.0,9516.0,0.0,0.0,299.0,388705,11,243505.0,145200.0,89747,F,40,40.0,1,0,0,0,125832,0.483,8512,102,3.81,2175.0
5837,4260,1994-06-29,244560,60,4076.0,C,56,monthly,258.0,427095,224209.0,202886.0,48024.0,0.0,1031.0,45.0,0.0,0,42,46628.0,12006.0,0.0,15.0,137.0,377995,28,223178.0,154817.0,21326,F,32,32.0,1,0,0,0,124605,0.46,8772,126,4.79,3006.0
5841,4268,1998-11-04,41988,12,3499.0,C,77,monthly,622.0,575684,316814.0,258870.0,99690.0,0.0,3079.0,240.0,0.0,0,129,10261.0,6646.0,0.0,15.0,234.0,472675,78,313735.0,158940.0,57966,M,26,29.5,2,0,0,0,148545,0.535,8909,113,4.779999999999999,3525.0
5850,4293,1997-05-22,164196,36,4561.0,C,64,after_transaction,473.0,616578,349775.0,266803.0,14391.0,0.0,924.0,200.0,0.0,0,49,71609.0,4797.0,0.0,100.0,264.0,601063,37,348851.0,252212.0,82971,F,43,43.0,1,0,0,0,197099,0.747,9624,145,1.955,4374.5
5856,4320,1997-08-09,51360,12,4280.0,B,61,monthly,382.0,1424029,744278.0,679751.0,0.0,0.0,2467.0,135.0,16.0,2,87,29815.0,0.0,0.0,15.0,239.0,1421411,63,741811.0,679600.0,64530,F,54,54.0,1,0,0,0,117897,0.5379999999999999,8814,107,5.220000000000001,2085.5
5861,4337,1994-12-08,51408,24,2142.0,A,29,monthly,387.0,858297,453747.0,404550.0,0.0,0.0,2197.0,120.0,0.0,0,64,8715.0,0.0,0.0,15.0,162.0,855980,44,451550.0,404430.0,49213,M,50,50.0,1,1,0,0,45714,0.556,8843,113,3.2,853.0
5862,4342,1997-12-09,100128,24,4172.0,C,74,monthly,589.0,1350265,702641.0,647624.0,104295.0,0.0,4495.0,255.0,0.0,0,139,20750.0,6135.0,0.0,15.0,319.0,1241220,86,698146.0,543074.0,55024,F,51,51.0,1,1,0,0,323870,1.0,10673,100,5.07,18564.5
5865,4354,1998-10-30,327660,60,5461.0,C,38,monthly,660.0,1439490,749511.0,689979.0,216852.0,0.0,4055.0,240.0,0.0,0,126,59245.0,12756.0,0.0,15.0,239.0,1218343,73,745456.0,472887.0,59537,F,57,57.0,1,1,0,0,85852,0.598,8965,104,7.615,2737.5
5868,4361,1997-03-29,90156,12,7513.0,A,69,monthly,383.0,1193340,635729.0,557611.0,0.0,0.0,3965.0,120.0,0.0,0,65,54908.0,0.0,0.0,15.0,344.0,1189255,45,631764.0,557491.0,78120,F,53,52.0,2,0,1,0,42821,0.484,8173,124,7.01,1358.0
5876,4413,1995-02-08,221280,48,4610.0,C,74,weekly,389.0,844298,437807.0,406491.0,54614.0,0.0,1831.0,240.0,0.0,0,71,42110.0,7802.0,0.0,30.0,158.0,787613,44,435976.0,351637.0,31345,M,31,33.0,2,0,0,0,323870,1.0,10673,100,5.07,18564.5
5877,4414,1995-02-23,97224,24,4051.0,A,24,monthly,531.0,441086,230281.0,210805.0,48308.0,0.0,1378.0,180.0,0.0,0,112,13240.0,3716.0,0.0,15.0,96.0,391220,71,228903.0,162317.0,19480,F,48,48.5,2,0,0,0,122603,0.8,8991,128,1.6549999999999998,5235.5
5878,4415,1997-04-01,74040,12,6170.0,A,73,monthly,636.0,1070317,552811.0,517506.0,78217.0,1309.0,3721.0,255.0,0.0,0,190,23678.0,4601.0,77.0,15.0,176.0,986815,118,549090.0,437725.0,35325,F,43,43.0,1,0,0,0,182027,0.564,8746,90,3.52,4394.0
5880,4423,1995-10-31,73836,36,2051.0,A,39,monthly,188.0,317454,192454.0,125000.0,0.0,0.0,1113.0,0.0,0.0,0,19,20100.0,0.0,0.0,0.0,425.0,316341,14,191341.0,125000.0,67453,F,32,32.0,1,1,0,0,119895,0.899,10446,90,8.35,4845.0
5882,4427,1994-09-26,87816,12,7318.0,A,32,monthly,476.0,381271,198466.0,182805.0,55055.0,0.0,1482.0,150.0,0.0,0,84,14340.0,5005.0,0.0,15.0,83.0,324584,49,196984.0,127600.0,15666,M,38,35.5,2,0,0,0,105058,0.81,9272,118,3.01,4422.5
5886,4447,1996-10-31,192744,36,5354.0,C,62,monthly,137.0,401313,214556.0,186757.0,0.0,0.0,809.0,30.0,0.0,0,26,45115.0,0.0,0.0,15.0,237.0,400474,20,213747.0,186727.0,36199,M,35,31.5,2,0,0,0,145688,0.40700000000000003,8544,109,1.53,2812.5
5887,4448,1994-10-03,192744,36,5354.0,A,60,monthly,488.0,580940,304977.0,275963.0,0.0,0.0,2185.0,150.0,0.0,0,76,36049.0,0.0,0.0,15.0,149.0,578605,52,302792.0,275813.0,29034,F,28,24.0,2,1,0,0,110643,0.519,8441,115,3.9400000000000004,2065.5
5889,4456,1998-02-09,321240,60,5354.0,C,14,monthly,524.0,1799062,918068.0,880994.0,0.0,0.0,5273.0,225.0,0.0,0,136,21315.0,0.0,0.0,15.0,160.0,1793564,104,912795.0,880769.0,37093,M,29,29.0,1,1,0,0,177686,0.748,10045,135,1.555,6449.5
5892,4462,1996-05-14,66480,24,2770.0,B,73,weekly,139.0,136092,85492.0,50600.0,0.0,0.0,361.0,0.0,0.0,0,10,15000.0,0.0,0.0,0.0,207.0,135731,7,85131.0,50600.0,34891,M,64,64.0,1,0,0,0,182027,0.564,8746,90,3.52,4394.0
5893,4467,1998-08-03,86184,36,2394.0,C,17,weekly,477.0,490696,259751.0,230945.0,50116.0,0.0,2030.0,360.0,0.0,0,84,34486.0,4556.0,0.0,30.0,123.0,438190,45,257721.0,180469.0,28834,M,31,31.0,1,0,0,0,74062,0.614,8114,119,2.46,1092.0
5895,4473,1997-01-03,93960,60,1566.0,C,45,monthly,452.0,716610,383078.0,333532.0,49752.0,0.0,3189.0,150.0,0.0,0,89,31088.0,5528.0,0.0,15.0,273.0,663519,56,379889.0,283630.0,49549,M,37,37.0,1,0,0,0,77917,0.535,8390,132,2.545,2101.0
5897,4476,1996-09-25,15192,24,633.0,A,24,monthly,685.0,692857,355102.0,337755.0,57510.0,55854.0,2494.0,255.0,0.0,0,169,27865.0,3195.0,3103.0,15.0,130.0,576744,95,352608.0,224136.0,17352,F,27,27.0,1,0,0,0,122603,0.8,8991,128,1.6549999999999998,5235.5
5900,4503,1996-01-01,135360,48,2820.0,C,50,monthly,363.0,1151815,603340.0,548475.0,0.0,0.0,2660.0,135.0,0.0,0,77,36715.0,0.0,0.0,15.0,301.0,1149020,57,600680.0,548340.0,54884,M,24,24.0,1,0,0,1,102609,0.52,8187,94,5.125,2128.5
5906,4533,1998-05-05,81144,36,2254.0,C,68,monthly,275.0,925647,495723.0,429924.0,31437.0,0.0,1674.0,60.0,0.0,0,51,55947.0,10479.0,0.0,15.0,290.0,892476,37,494049.0,398427.0,90315,F,55,55.0,1,1,0,0,228848,0.5720000000000001,9893,96,4.359999999999999,5755.0
5909,4550,1998-01-03,61320,60,1022.0,C,56,monthly,331.0,191383,106250.0,85133.0,7791.0,2968.0,990.0,105.0,0.0,0,74,11439.0,1113.0,424.0,15.0,104.0,179529,42,105260.0,74269.0,21119,F,52,52.0,1,0,0,0,124605,0.46,8772,126,4.79,3006.0
5918,4576,1994-06-04,300204,36,8339.0,A,27,monthly,364.0,467051,250491.0,216560.0,45800.0,0.0,1861.0,120.0,0.0,0,71,14715.0,7200.0,0.0,15.0,136.0,419270,43,248630.0,170640.0,33947,M,35,35.0,1,0,0,0,67298,0.43799999999999994,8561,110,0.9450000000000001,1078.0
5922,4580,1995-08-05,20220,12,1685.0,A,9,monthly,343.0,495511,263406.0,232105.0,43615.0,0.0,1555.0,90.0,0.0,0,51,18838.0,8723.0,0.0,15.0,110.0,450251,31,261851.0,188400.0,31318,F,26,26.0,1,1,0,0,81344,0.5529999999999999,8899,149,3.635,2737.0
