loan_amount,loan_duration,loan_payments,loan_status,acc_frequency,day_before_loan,sum_monthly_payment_amount,sum_monthly_payment_amount_in,sum_monthly_payment_amount_out,sum_monthly_payment_out_household,sum_monthly_payment_out_insurrance,sum_monthly_payment_in_interest_credited,sum_monthly_payment_out_payment_for_statement,sum_monthly_payment_out_sanction_interest_neg_bal,count_out_sanction_interest_neg_bal,count_monthly_payment_trans,current_monthly_payment_amount_out,current_monthly_payment_out_household,current_monthly_payment_out_insurrance,current_monthly_payment_out_payment_for_statement,current_monthly_payment_in_interest_credited,sum_other_amount,count_other_trans,sum_other_amount_in,sum_other_amount_out,balance_latest,client_gender,client_age,all_client_mean_age,all_client_count,card_type_classic,card_type_gold,card_type_junior,num_inhabitants,urban_rate,avg_salary,num_enterpreneurs_per1000inhabitants,unemploy_rate,number_crimes
158184,36,4394.0,C,monthly,497.0,1572.8893360160966,815.4346076458753,757.4547283702213,0.0,0.0,5.963782696177063,0.45271629778672035,0.0,0.0,0.19114688128772636,5415.0,0.0,0.0,15.0,122.0,1566.4728370221328,63,809.4708249496982,757.0020120724346,28834,M,46,46.0,1,0,0,0,162580,0.728,9538,111,1.655,5744.5
368880,60,6148.0,C,monthly,590.0,3570.3254237288133,1874.7457627118645,1695.579661016949,22.56271186440678,38.91525423728814,7.689830508474576,0.4322033898305085,0.0,0.0,0.30847457627118646,87502.0,832.0,1435.0,15.0,299.0,3500.7254237288134,113,1867.0559322033898,1633.6694915254238,105727,M,25,23.0,2,0,0,0,125832,0.483,8512,102,3.81,2175.0
174744,24,7281.0,B,monthly,163.0,2269.0490797546013,1312.8650306748466,956.1840490797546,114.11042944785277,0.0,5.196319018404908,0.27607361963190186,0.0,0.0,0.19631901840490798,13094.0,4700.0,0.0,15.0,86.0,2149.4662576687115,20,1307.6687116564417,841.7975460122699,58141,F,51,51.0,1,0,0,0,122603,0.8,8991,128,1.6549999999999998,5235.5
174744,24,7281.0,B,monthly,452.0,1925.5088495575221,970.4159292035398,955.0929203539823,251.1946902654867,31.5,3.6128318584070795,0.4646017699115044,0.0022123893805309734,0.00663716814159292,0.2610619469026549,11212.0,8110.0,1017.0,15.0,33.0,1638.7345132743362,58,966.8030973451328,671.9314159292036,6931,F,21,21.0,1,0,0,1,125236,0.877,9675,100,7.04,5256.5
78696,36,2186.0,C,monthly,224.0,772.0044642857143,467.01339285714283,304.99107142857144,9.174107142857142,8.357142857142858,4.200892857142857,0.20089285714285715,0.0,0.0,0.18303571428571427,6737.0,685.0,624.0,30.0,315.0,750.0714285714286,25,462.8125,287.25892857142856,36308,F,28,28.0,1,0,0,0,226122,0.626,8994,110,4.295,9440.0
349392,48,7279.0,C,monthly,657.0,2787.6925418569253,1442.5753424657535,1345.117199391172,154.44748858447488,0.0,7.7534246575342465,0.3881278538812785,0.0,0.0,0.2207001522070015,123357.0,6342.0,0.0,15.0,321.0,2625.103500761035,90,1434.8219178082193,1190.2815829528158,64050,M,45,45.0,1,1,0,0,161954,0.48,8720,116,4.1,3690.0
209184,48,4358.0,A,monthly,391.0,2511.002557544757,1312.0895140664961,1198.9130434782608,0.0,0.0,5.132992327365729,0.3069053708439898,0.0,0.0,0.17391304347826086,56799.0,0.0,0.0,15.0,170.0,2505.5626598465474,48,1306.9565217391305,1198.6061381074169,44255,M,46,46.0,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
32640,48,680.0,C,monthly,482.0,615.5414937759336,327.26970954356847,288.2717842323651,71.06639004149378,0.0,3.408713692946058,0.34232365145228216,0.0,0.0,0.22199170124481327,29977.0,3114.0,0.0,15.0,128.0,540.7240663900415,70,323.86099585062243,216.86307053941908,18800,M,57,57.0,1,0,0,0,161854,0.763,9425,125,2.1,3988.0
140880,60,2348.0,C,monthly,251.0,1852.8645418326694,953.8406374501992,899.0239043824702,180.30278884462152,0.0,8.302788844621514,0.23904382470119523,0.0,0.0,0.17131474103585656,16529.0,11314.0,0.0,15.0,90.0,1664.019920318725,27,945.5378486055777,718.4820717131474,13759,M,42,42.0,1,0,0,0,58796,0.519,9045,124,3.35,1862.0
44628,12,3719.0,A,weekly,636.0,3268.4921383647797,1697.4858490566037,1571.006289308176,298.8176100628931,0.0,5.8584905660377355,0.7547169811320755,0.0,0.0,0.22955974842767296,49729.0,11878.0,0.0,30.0,240.0,2963.061320754717,94,1691.627358490566,1271.433962264151,80440,M,56,56.0,1,0,0,0,53921,0.413,8598,123,2.98,1736.0
221880,60,3698.0,C,monthly,311.0,1468.1350482315113,796.6270096463022,671.508038585209,6.231511254019293,6.655948553054662,4.807073954983923,0.24115755627009647,0.0,0.0,0.2282958199356913,18757.0,323.0,345.0,15.0,173.0,1450.1993569131832,45,791.8199356913183,658.379421221865,38913,F,56,54.5,2,0,0,0,81344,0.5529999999999999,8899,149,3.635,2737.0
44376,12,3698.0,A,monthly,164.0,3646.121951219512,2031.1097560975609,1615.0121951219512,147.53658536585365,0.0,5.920731707317073,0.27439024390243905,0.0,0.0,0.23780487804878048,108827.0,6049.0,0.0,15.0,253.0,3492.390243902439,27,2025.189024390244,1467.2012195121952,68242,M,37,37.0,1,1,0,0,58796,0.519,9045,124,3.35,1862.0
177504,48,3698.0,C,after_transaction,536.0,1550.2182835820895,793.75,756.4682835820895,0.0,0.0,5.126865671641791,2.985074626865672,0.0,0.0,0.16044776119402984,2900.0,0.0,0.0,100.0,82.0,1542.1063432835822,53,788.6231343283582,753.4832089552239,19981,M,55,55.0,1,1,0,0,51428,0.527,8402,120,3.54,1049.0
83016,12,6918.0,A,monthly,632.0,4160.226265822785,2133.4367088607596,2026.7895569620252,180.1993670886076,0.0,8.96360759493671,0.4272151898734177,0.0,0.0,0.310126582278481,41915.0,6327.0,0.0,15.0,303.0,3970.6360759493673,139,2124.4731012658226,1846.1629746835442,93620,M,20,20.0,1,0,0,1,285387,0.899,10177,81,7.175,9993.0
225420,60,3757.0,C,monthly,312.0,891.2564102564103,497.5544871794872,393.7019230769231,0.0,0.0,3.358974358974359,0.2403846153846154,0.0,0.0,0.16346153846153846,10915.0,0.0,0.0,15.0,118.0,887.6570512820513,37,494.1955128205128,393.46153846153845,32403,F,51,51.0,1,0,0,0,117897,0.5379999999999999,8814,107,5.220000000000001,2085.5
285600,60,4760.0,C,weekly,252.0,2024.5039682539682,1068.1944444444443,956.3095238095239,0.0,0.0,4.765873015873016,0.7142857142857143,0.0,0.0,0.19444444444444445,40567.0,0.0,0.0,30.0,221.0,2019.0238095238096,36,1063.4285714285713,955.5952380952381,28194,F,19,18.5,2,0,0,0,95616,0.514,9307,118,4.115,2828.0
98592,24,4108.0,A,after_transaction,183.0,1535.4754098360656,887.6065573770492,647.8688524590164,115.08196721311475,0.0,7.14207650273224,1.092896174863388,0.0,0.0,0.14207650273224043,35130.0,10530.0,0.0,100.0,288.0,1412.1584699453551,16,880.4644808743169,531.6939890710382,43872,F,36,36.0,1,0,0,0,92084,0.467,10124,141,0.52,4063.0
99216,36,2756.0,C,monthly,443.0,2461.787810383747,1265.665914221219,1196.1218961625282,205.59819413092552,0.0,7.176072234762979,0.2708803611738149,0.0,0.0,0.19413092550790068,13535.0,10120.0,0.0,15.0,182.0,2248.742663656885,55,1258.489841986456,990.252821670429,30811,F,48,51.5,2,0,0,0,1204953,1.0,12541,167,0.315,92392.0
103680,60,1728.0,D,monthly,604.0,703.1672185430464,376.6026490066225,326.56456953642385,0.0,0.0,3.5496688741721854,0.37251655629139074,0.0,0.0,0.1804635761589404,9015.0,0.0,0.0,15.0,99.0,699.2450331125827,75,373.05298013245033,326.1920529801325,30228,M,28,28.0,1,0,0,0,95907,0.591,8388,87,2.67,1663.0
232560,48,4845.0,C,after_transaction,630.0,2016.2857142857142,1044.4555555555555,971.8301587301587,68.36825396825397,6.690476190476191,5.661904761904762,2.5396825396825395,0.0,0.0,0.27936507936507937,38454.0,2692.0,281.0,100.0,221.0,1933.025396825397,109,1038.7936507936508,894.2317460317461,45754,F,60,60.0,1,0,0,0,177686,0.748,10045,135,1.555,6449.5
290700,60,4845.0,D,monthly,392.0,3641.487244897959,1835.5025510204082,1805.984693877551,0.0,0.0,7.604591836734694,0.45918367346938777,0.025510204081632654,0.002551020408163265,0.25510204081632654,12625.0,0.0,0.0,15.0,21.0,3633.3979591836733,74,1827.8979591836735,1805.5,11575,F,40,40.0,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
232560,48,4845.0,C,after_transaction,164.0,2151.231707317073,1201.3597560975609,949.8719512195122,0.0,0.0,8.182926829268293,1.829268292682927,0.0,0.0,0.16463414634146342,43579.0,0.0,0.0,100.0,350.0,2141.2195121951218,19,1193.1768292682927,948.0426829268292,41244,F,29,29.0,1,0,0,0,323870,1.0,10673,100,5.07,18564.5
31176,24,1299.0,A,monthly,173.0,1200.1734104046243,746.4682080924855,453.70520231213874,8.167630057803468,0.0,5.554913294797688,0.08670520231213873,0.0,0.0,0.1329479768786127,27071.0,1413.0,0.0,15.0,256.0,1186.364161849711,16,740.9132947976879,445.4508670520231,50647,M,31,31.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
123600,60,2060.0,C,monthly,297.0,1504.8754208754208,778.5387205387206,726.3367003367003,0.0,0.0,4.545454545454546,0.35353535353535354,0.0,0.0,0.16498316498316498,1715.0,0.0,0.0,15.0,56.0,1499.976430976431,32,773.993265993266,725.983164983165,15520,M,32,35.0,2,0,0,0,285387,0.899,10177,81,7.175,9993.0
177804,36,4939.0,C,monthly,423.0,2893.872340425532,1501.6572104018912,1392.2151300236408,0.0,0.0,6.182033096926714,0.3900709219858156,0.0,0.0,0.21513002364066194,13715.0,0.0,0.0,15.0,209.0,2887.300236406619,67,1495.4751773049645,1391.825059101655,46297,F,28,28.0,1,0,0,0,95616,0.514,9307,118,4.115,2828.0
65184,12,5432.0,A,monthly,448.0,2191.4375,1171.6026785714287,1019.8348214285714,0.0,0.0,5.522321428571429,0.33482142857142855,0.0,0.0,0.18303571428571427,22515.0,0.0,0.0,15.0,176.0,2185.5803571428573,58,1166.080357142857,1019.5,67995,M,42,42.0,1,0,1,0,387570,1.0,9897,140,1.78,18708.5
184620,60,3077.0,C,monthly,606.0,1336.009900990099,700.1980198019802,635.8118811881188,243.7128712871287,0.0,4.580858085808581,0.3712871287128713,0.0,0.0,0.18646864686468648,25761.0,9846.0,0.0,15.0,155.0,1087.3448844884488,64,695.6171617161716,391.7277227722772,39023,F,36,36.0,1,0,0,0,77917,0.535,8390,132,2.545,2101.0
87216,48,1817.0,B,monthly,192.0,694.625,403.8020833333333,290.8229166666667,52.604166666666664,0.0,6.53125,0.15625,0.0,0.0,0.171875,23923.0,6100.0,0.0,15.0,254.0,635.3333333333334,17,397.2708333333333,238.0625,21579,M,35,35.0,1,0,0,0,58796,0.519,9045,124,3.35,1862.0
78720,48,1640.0,C,monthly,377.0,1489.7002652519893,832.6710875331565,657.0291777188329,99.41644562334217,0.0,6.522546419098143,0.3183023872679045,0.0,0.0,0.1883289124668435,23300.0,4685.0,0.0,15.0,230.0,1383.4429708222813,43,826.1485411140584,557.2944297082228,66220,F,55,55.0,1,1,0,0,67298,0.43799999999999994,8561,110,0.9450000000000001,1078.0
141240,24,5885.0,A,monthly,388.0,2456.262886597938,1287.2422680412371,1169.020618556701,62.43298969072165,85.45360824742268,8.20103092783505,0.30927835051546393,0.0,0.0,0.26288659793814434,20895.0,3028.0,3684.0,15.0,191.0,2299.865979381443,65,1279.041237113402,1020.8247422680413,45872,M,37,37.0,1,1,0,0,102609,0.52,8187,94,5.125,2128.5
61056,48,1272.0,A,monthly,347.0,1041.4092219020172,569.0086455331412,472.4005763688761,34.20172910662824,0.0,4.524495677233429,0.3025936599423631,0.0,0.0,0.1844380403458213,11228.0,1978.0,0.0,15.0,134.0,1002.3804034582132,40,564.4841498559077,437.8962536023055,33540,F,42,42.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
28248,24,1177.0,A,monthly,557.0,1368.951526032316,714.750448833034,654.2010771992818,0.0,0.0,5.732495511669659,0.3770197486535009,0.0,0.0,0.1687612208258528,26855.0,0.0,0.0,15.0,180.0,1362.8420107719928,62,709.0179533213644,653.8240574506284,33744,F,29,29.0,1,0,1,0,162580,0.728,9538,111,1.655,5744.5
464520,60,7742.0,B,weekly,257.0,3528.544747081712,1934.2568093385214,1594.2879377431907,0.0,0.0,6.813229571984436,0.8171206225680934,0.0,0.0,0.26459143968871596,63296.0,0.0,0.0,60.0,400.0,3520.9143968871595,52,1927.443579766537,1593.4708171206225,101797,F,59,59.0,1,0,0,0,77963,0.515,8546,126,3.46,2880.0
11736,24,489.0,A,monthly,528.0,1519.6477272727273,785.373106060606,734.2746212121212,64.87689393939394,123.47537878787878,5.0625,0.3693181818181818,0.0,0.0,0.2518939393939394,28286.0,2635.0,5015.0,15.0,137.0,1325.8636363636363,77,780.310606060606,545.5530303030303,26984,M,61,61.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
276660,36,7685.0,B,monthly,314.0,646.375796178344,354.687898089172,291.687898089172,69.7452229299363,0.0,2.321656050955414,0.28662420382165604,0.0,0.0,0.18471337579617833,17295.0,2400.0,0.0,15.0,90.0,574.0222929936306,35,352.36624203821657,221.656050955414,19783,M,50,50.0,1,0,0,0,124605,0.46,8772,126,4.79,3006.0
5148,12,429.0,C,monthly,446.0,1345.9730941704036,728.2511210762332,617.7219730941704,171.94843049327355,0.0,5.7040358744394615,0.30269058295964124,0.0,0.0,0.17937219730941703,22436.0,8521.0,0.0,15.0,202.0,1168.017937219731,49,722.5470852017937,445.4708520179372,49297,F,36,36.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
321360,60,5356.0,C,monthly,599.0,2651.357262103506,1369.016694490818,1282.340567612688,283.35225375626044,0.0,6.500834724540901,0.3756260434056761,0.0,0.0,0.2337228714524207,30023.0,10608.0,0.0,15.0,172.0,2361.128547579299,90,1362.5158597662771,998.6126878130217,51924,M,24,24.0,1,1,0,0,122603,0.8,8991,128,1.6549999999999998,5235.5
407952,48,8499.0,D,monthly,478.0,563.6171548117155,293.06276150627616,270.5543933054393,71.54811715481172,0.0,2.00418410041841,0.34518828451882844,0.0,0.0,0.16317991631799164,7515.0,0.0,0.0,15.0,53.0,489.7196652719665,42,291.05857740585776,198.66108786610877,10779,F,25,25.0,1,0,0,0,51428,0.527,8402,120,3.54,1049.0
360864,48,7518.0,D,weekly,374.0,3245.229946524064,1659.2245989304813,1586.0053475935829,214.97326203208556,0.0,8.462566844919786,0.6417112299465241,0.0,0.0,0.22994652406417113,78177.0,8300.0,0.0,30.0,273.0,3021.152406417112,52,1650.7620320855615,1370.390374331551,27383,F,22,22.0,1,0,0,0,77963,0.515,8546,126,3.46,2880.0
26208,36,728.0,C,monthly,129.0,417.4263565891473,354.6356589147287,62.7906976744186,0.0,0.0,2.2635658914728682,0.0,0.0,0.0,0.09302325581395349,6300.0,0.0,0.0,0.0,139.0,415.16279069767444,9,352.3720930232558,62.7906976744186,37648,F,26,26.0,1,0,0,0,45714,0.556,8843,113,3.2,853.0
270648,36,7518.0,B,weekly,307.0,3039.156351791531,1602.641693811075,1436.514657980456,111.40065146579805,0.0,14.117263843648209,0.6840390879478827,0.0,0.0,0.23452768729641693,94530.0,0.0,0.0,30.0,726.0,2912.954397394137,39,1588.5244299674266,1324.4299674267102,50997,M,62,62.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
67608,24,2817.0,C,monthly,189.0,1128.962962962963,610.0,518.9629629629629,57.507936507936506,0.0,2.7195767195767195,0.07936507936507936,0.0,0.0,0.12169312169312169,32784.0,10869.0,0.0,15.0,127.0,1068.6560846560847,16,607.2804232804233,461.37566137566137,17206,F,36,40.0,2,0,0,0,387570,1.0,9897,140,1.78,18708.5
59760,24,2490.0,A,monthly,312.0,1435.7147435897436,783.775641025641,651.9391025641025,125.75320512820512,0.0,4.9326923076923075,0.28846153846153844,0.0,0.0,0.17307692307692307,20662.0,7847.0,0.0,15.0,186.0,1304.7403846153845,33,778.8429487179487,525.8974358974359,41148,M,41,38.0,2,1,0,0,323870,1.0,10673,100,5.07,18564.5
247920,48,5165.0,C,monthly,412.0,2238.257281553398,1143.4708737864078,1094.7864077669904,231.14077669902912,0.0,6.575242718446602,0.3276699029126214,0.0,0.0,0.20145631067961164,61786.0,9523.0,0.0,15.0,339.0,2000.2135922330096,52,1136.8956310679612,863.3179611650486,20060,F,57,57.0,1,1,0,0,125236,0.877,9675,100,7.04,5256.5
247920,48,5165.0,D,monthly,271.0,170.45018450184503,129.49077490774908,40.95940959409594,0.0,0.0,1.5571955719557196,0.0,0.0,0.0,0.055350553505535055,200.0,0.0,0.0,0.0,132.0,168.8929889298893,11,127.93357933579335,40.95940959409594,23990,F,42,42.0,1,0,0,0,106054,0.631,8110,109,6.125,3161.5
398640,60,6644.0,C,weekly,512.0,2780.384765625,1448.12109375,1332.263671875,0.0,0.0,7.013671875,0.703125,0.0,0.0,0.16796875,47730.0,0.0,0.0,30.0,220.0,2772.66796875,58,1441.107421875,1331.560546875,59317,F,39,39.0,1,0,0,0,323870,1.0,10673,100,5.07,18564.5
87360,24,3640.0,C,monthly,221.0,5108.787330316742,2686.7285067873304,2422.0588235294117,197.4841628959276,0.0,8.049773755656108,0.4072398190045249,0.0,0.0,0.31221719457013575,75381.0,7274.0,0.0,15.0,319.0,4902.846153846154,51,2678.6787330316743,2224.1674208144796,58492,M,62,62.0,1,1,0,0,95616,0.514,9307,118,4.115,2828.0
87360,24,3640.0,A,monthly,321.0,761.2772585669782,425.90031152647975,335.37694704049846,0.0,0.0,4.937694704049845,0.09345794392523364,0.0,0.0,0.09345794392523364,8115.0,0.0,0.0,15.0,138.0,756.2461059190031,18,420.9626168224299,335.2834890965732,29073,M,37,37.0,1,1,0,0,85852,0.598,8965,104,7.615,2737.5
85632,48,1784.0,C,monthly,494.0,2620.953441295547,1411.6275303643724,1209.3259109311741,0.0,0.0,8.261133603238866,0.30364372469635625,0.0,0.0,0.1720647773279352,39215.0,0.0,0.0,15.0,315.0,2612.388663967611,60,1403.3663967611335,1209.0222672064776,99939,F,50,50.0,1,0,0,0,197099,0.747,9624,145,1.955,4374.5
79920,60,1332.0,C,monthly,443.0,1652.8397291196388,861.7110609480812,791.1286681715576,13.227990970654627,0.0,5.598194130925508,0.33860045146726864,0.0,0.0,0.2144469525959368,34845.0,586.0,0.0,15.0,210.0,1633.6749435665913,61,856.1128668171558,777.5620767494356,31272,M,46,46.0,1,1,0,0,170449,1.0,10787,131,2.8449999999999998,6151.0
270384,48,5633.0,C,monthly,437.0,2469.3592677345537,1300.8489702517163,1168.5102974828376,299.2219679633867,0.0,5.535469107551488,0.34324942791762014,0.0,0.0,0.19908466819221968,35054.0,13076.0,0.0,15.0,115.0,2164.258581235698,53,1295.3135011441648,868.9450800915332,57835,M,37,37.0,1,0,0,0,75232,0.41700000000000004,8980,111,2.0549999999999997,2818.5
17508,12,1459.0,A,monthly,450.0,774.8555555555556,440.7888888888889,334.06666666666666,0.0,0.0,4.7444444444444445,0.3333333333333333,0.0,0.0,0.16,11935.0,0.0,0.0,15.0,160.0,769.7777777777778,48,436.0444444444444,333.73333333333335,48027,M,53,53.0,1,0,1,0,323870,1.0,10673,100,5.07,18564.5
181020,60,3017.0,C,monthly,551.0,1227.7023593466424,652.4355716878403,575.2667876588022,0.0,0.0,4.068965517241379,0.35390199637023595,0.0,0.0,0.16878402903811252,7518.0,0.0,0.0,15.0,129.0,1223.2794918330308,63,648.3666061705989,574.9128856624319,42526,F,33,32.0,2,0,0,0,78955,0.59,9060,124,2.07,1686.0
72408,24,3017.0,B,after_transaction,126.0,1444.1587301587301,866.3809523809524,577.7777777777778,0.0,0.0,5.873015873015873,0.0,0.0,0.0,0.10317460317460317,14000.0,0.0,0.0,0.0,210.0,1438.2857142857142,9,860.5079365079365,577.7777777777778,36364,F,41,41.0,1,0,0,0,51313,0.5920000000000001,8930,108,3.85,1390.0
36684,12,3057.0,A,monthly,631.0,944.6687797147385,500.1362916006339,444.5324881141046,145.32488114104595,0.0,3.838351822503962,0.3803486529318542,0.0,0.0,0.19809825673534073,25155.0,7200.0,0.0,15.0,124.0,795.1251980982568,73,496.29793977812994,298.82725832012676,35093,F,21,21.0,1,0,0,0,51313,0.5920000000000001,8930,108,3.85,1390.0
110136,24,4589.0,A,monthly,553.0,1328.4231464737793,701.0524412296564,627.370705244123,53.066907775768534,0.0,4.336347197106691,0.162748643761302,0.0,0.0,0.11392405063291139,26006.0,4891.0,0.0,15.0,156.0,1270.857142857143,39,696.7160940325497,574.1410488245931,40747,F,41,41.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
34572,12,2881.0,A,monthly,228.0,2343.842105263158,1355.390350877193,988.4517543859649,0.0,0.0,5.7631578947368425,0.2631578947368421,0.0,0.0,0.17543859649122806,6515.0,0.0,0.0,15.0,115.0,2337.815789473684,30,1349.627192982456,988.188596491228,83662,F,23,23.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
10944,36,304.0,C,monthly,659.0,392.3247344461305,218.1896813353566,174.1350531107739,41.3535660091047,14.776934749620636,2.804248861911988,0.38694992412746587,0.0,0.0,0.2503793626707132,2865.0,1514.0,541.0,15.0,106.0,333.0030349013657,91,215.3854324734446,117.6176024279211,29035,M,48,48.0,1,0,0,0,125236,0.877,9675,100,7.04,5256.5
150912,36,4192.0,C,monthly,333.0,2044.3513513513512,1087.8438438438438,956.5075075075075,0.0,0.0,5.588588588588588,0.40540540540540543,0.0,0.0,0.2012012012012012,30600.0,0.0,0.0,15.0,191.0,2038.3573573573574,48,1082.2552552552552,956.1021021021021,43737,F,24,26.5,2,1,0,0,102609,0.52,8187,94,5.125,2128.5
43164,12,3597.0,A,monthly,363.0,2696.9531680440773,1391.65564738292,1305.297520661157,0.0,0.0,9.865013774104684,0.3305785123966942,0.0,0.0,0.19008264462809918,54283.0,0.0,0.0,15.0,230.0,2686.757575757576,49,1381.7906336088154,1304.9669421487604,31350,F,23,23.0,1,0,0,0,117897,0.5379999999999999,8814,107,5.220000000000001,2085.5
76908,12,6409.0,B,monthly,485.0,2718.99793814433,1374.8453608247423,1344.1525773195876,0.0,0.0,6.455670103092784,0.3711340206185567,0.0,0.0,0.21030927835051547,37248.0,0.0,0.0,15.0,210.0,2712.1711340206184,74,1368.3896907216495,1343.7814432989692,14889,F,53,53.0,1,0,0,0,107870,0.58,8754,137,4.055,3836.0
104964,12,8747.0,C,monthly,644.0,1293.4037267080746,672.1583850931677,621.2453416149068,227.17701863354037,0.0,5.040372670807454,0.37267080745341613,0.0,0.0,0.19254658385093168,21641.0,8606.0,0.0,15.0,161.0,1060.8136645962734,71,667.1180124223603,393.69565217391306,32793,M,33,33.0,1,0,0,0,77963,0.515,8546,126,3.46,2880.0
38496,12,3208.0,C,monthly,390.0,720.723076923077,478.5948717948718,242.12820512820514,0.0,0.0,5.835897435897436,0.07692307692307693,0.0,0.0,0.09230769230769231,31215.0,0.0,0.0,15.0,327.0,714.8102564102564,21,472.75897435897434,242.05128205128204,92238,F,35,35.0,1,1,0,0,94725,0.634,9920,130,2.535,4567.5
76992,24,3208.0,C,monthly,139.0,3732.5035971223024,2055.021582733813,1677.4820143884892,0.0,0.0,7.0071942446043165,0.4316546762589928,0.0,0.0,0.2517985611510791,36202.0,0.0,0.0,15.0,182.0,3725.0647482014388,26,2048.0143884892086,1677.0503597122301,52479,M,34,34.0,1,1,0,0,323870,1.0,10673,100,5.07,18564.5
212400,36,5900.0,A,weekly,391.0,2052.2071611253195,1108.230179028133,943.9769820971867,0.0,0.0,5.680306905370844,0.690537084398977,0.0,0.0,0.1815856777493606,70130.0,0.0,0.0,30.0,250.0,2045.83631713555,50,1102.549872122762,943.2864450127877,64221,F,33,33.0,1,0,0,0,85852,0.598,8965,104,7.615,2737.5
390660,60,6511.0,C,monthly,308.0,4143.0,2170.4512987012986,1972.5487012987012,279.35064935064935,0.0,6.214285714285714,0.3409090909090909,0.0,0.0,0.262987012987013,31770.0,10755.0,0.0,15.0,158.0,3857.094155844156,57,2164.237012987013,1692.857142857143,60957,F,21,21.0,1,0,0,1,1204953,1.0,12541,167,0.315,92392.0
60156,36,1671.0,B,monthly,230.0,3888.913043478261,2089.4826086956523,1799.4304347826087,67.49565217391304,0.0,6.326086956521739,0.2608695652173913,0.0,0.0,0.24347826086956523,122520.0,3881.0,0.0,15.0,236.0,3814.830434782609,41,2083.1565217391303,1731.6739130434783,106113,M,23,23.0,1,0,0,0,93931,0.569,8427,107,1.32,1893.5
100260,60,1671.0,C,monthly,684.0,896.0964912280701,504.9298245614035,391.1666666666667,0.0,0.0,4.121345029239766,0.08771929824561403,0.0,0.0,0.09064327485380116,42156.0,0.0,0.0,15.0,258.0,891.8874269005848,42,500.80847953216374,391.07894736842104,77814,M,32,32.0,1,1,0,0,1204953,1.0,12541,167,0.315,92392.0
294384,48,6133.0,C,monthly,553.0,3383.0795660036165,1734.133815551537,1648.9457504520797,0.0,0.0,7.55877034358047,0.40687160940325495,0.0,0.0,0.2332730560578662,150115.0,0.0,0.0,15.0,376.0,3375.1139240506327,96,1726.5750452079567,1648.5388788426762,47114,F,33,33.0,1,0,0,0,387570,1.0,9897,140,1.78,18708.5
116496,24,4854.0,C,monthly,684.0,2020.8230994152048,1028.1491228070176,992.6739766081871,0.0,0.0,5.415204678362573,0.37280701754385964,0.0,0.0,0.17543859649122806,70236.0,0.0,0.0,15.0,165.0,2015.0350877192982,82,1022.733918128655,992.3011695906433,24271,M,41,41.0,1,0,0,0,117897,0.5379999999999999,8814,107,5.220000000000001,2085.5
22968,36,638.0,C,monthly,120.0,383.59166666666664,353.59166666666664,30.0,0.0,0.0,1.7583333333333333,0.0,0.0,0.0,0.09166666666666666,3600.0,0.0,0.0,0.0,113.0,381.8333333333333,8,351.8333333333333,30.0,38831,F,49,49.0,1,0,0,0,93931,0.569,8427,107,1.32,1893.5
127200,48,2650.0,C,monthly,473.0,1191.384778012685,637.0,554.3847780126849,154.39746300211416,0.0,3.7716701902748415,0.3171247357293869,0.0,0.0,0.20084566596194503,14422.0,7303.0,0.0,15.0,142.0,1032.8985200845666,61,633.2283298097252,399.67019027484145,39078,M,34,34.0,1,0,0,0,88768,0.805,8867,130,1.105,3502.0
95400,36,2650.0,A,weekly,268.0,1818.7425373134329,960.9888059701492,857.7537313432836,0.0,0.0,5.208955223880597,0.6716417910447762,0.0,0.0,0.17537313432835822,10430.0,0.0,0.0,30.0,135.0,1812.8619402985075,32,955.7798507462686,857.0820895522388,27697,M,28,28.0,1,0,0,0,75685,0.608,8208,155,2.03,1891.5
64860,60,1081.0,C,monthly,561.0,920.6844919786096,508.6666666666667,412.01782531194294,49.46167557932264,20.338680926916222,5.6292335115864525,0.37433155080213903,0.0,0.0,0.23529411764705882,19583.0,1982.0,815.0,15.0,199.0,844.8805704099822,72,503.03743315508024,341.84313725490193,54222,F,20,20.0,1,0,0,0,85852,0.598,8965,104,7.615,2737.5
137880,60,2298.0,D,weekly,486.0,1103.1666666666667,572.1255144032922,531.0411522633744,0.0,0.0,3.1769547325102883,0.6790123456790124,0.0,0.0,0.1831275720164609,32030.0,0.0,0.0,30.0,120.0,1099.3106995884773,63,568.948559670782,530.3621399176955,19967,M,36,36.0,1,0,0,0,78955,0.59,9060,124,2.07,1686.0
37908,12,3159.0,A,monthly,460.0,1236.7434782608696,668.491304347826,568.2521739130435,0.0,0.0,4.873913043478261,0.32608695652173914,0.0,0.0,0.16521739130434782,17515.0,0.0,0.0,15.0,218.0,1231.5434782608695,52,663.6173913043478,567.9260869565218,46114,F,23,23.0,1,0,0,0,145688,0.40700000000000003,8544,109,1.53,2812.5
