loan_loan_id,account_id,loan_date,loan_amount,loan_duration,loan_payments,loan_status,district_id,acc_frequency,acc_date,order_amount_min,order_amount_max,order_amount_sum,order_amount_mean,order_amount_count,order_k_symbol__household,order_k_symbol__insurrance,order_k_symbol__leasing,order_k_symbol__loan,trans_date_min,trans_date_max,trans_date_duration,trans_amount_min,trans_amount_max,trans_amount_var,trans_amount_pct_25,trans_amount_pct_50,trans_amount_pct_75,trans_amount_sum,trans_amount_mean,trans_amount_count,trans_balance_min,trans_balance_max,trans_balance_var,trans_balance_pct_25,trans_balance_pct_50,trans_balance_pct_75,trans_balance_sum,trans_balance_mean,trans_balance_count,trans_type_credit,trans_type_withdrawal,trans_operation_collection_from_anotherbank,trans_operation_credit_card_withdrawal,trans_operation_credit_in_cash,trans_operation_remittance_to_anotherbank,trans_operation_withdrawal_in_cash,trans_k_symbol_household,trans_k_symbol_insurrance,trans_k_symbol_interest_credited,trans_k_symbol_loan,trans_k_symbol_old-age_pension,trans_k_symbol_payment_for_statement,trans_k_symbol_sanction_interest_neg_bal,client_gender,client_age,all_client_mean_age,all_client_count,card_type_classic,card_type_gold,card_type_junior,num_inhabitants,urban_rate,avg_salary,num_enterpreneurs_per1000inhabitants,unemploy_rate,number_crimes
6272,6226,1994-12-20,398640,60,6644.00,C,74,POPLATEK TYDNE,1993-07-26,6643.7,6643.7,6643.7,6643.7,1,0,0,0,1,1993-07-26,1998-12-31,1984 days,30,59793,275693472.88274354,286.0,6644.0,24500.0,5779391,14412.4463840399,401,400,151864,707171409.1193887,51370.0,62742.0,89282.0,27227529,67899.07481296758,401,142.0,259.0,65.0,0.0,12.0,48.0,211.0,0.0,0.0,65.0,48.0,0.0,60.0,0.0,F,39,39.0,1,0,0,0,323870,1.0,10673,100,5.07,18564.5
6278,6265,1997-06-10,87360,24,3640.00,C,5,POPLATEK MESICNE,1996-11-01,3639.5,7274.0,10913.5,5456.75,2,1,0,0,1,1996-11-01,1998-12-31,790 days,15,58400,177488368.12851858,448.0,7078.5,18008.25,2235777,11291.80303030303,198,200,134714,734645793.2449371,33122.0,52812.5,71630.5,10966358,55385.64646464647,198,71.0,127.0,0.0,4.0,46.0,43.0,80.0,24.0,0.0,25.0,19.0,0.0,24.0,0.0,M,62,62.0,1,1,0,0,95616,0.514,9307,118,4.115,2828.0
6279,6273,1994-06-07,87360,24,3640.00,A,38,POPLATEK MESICNE,1993-07-21,3639.5,3639.5,3639.5,3639.5,1,0,0,0,1,1993-07-21,1998-12-31,1989 days,15,59400,136000794.263357,213.25,4100.0,13031.5,3593916,9029.939698492462,398,200,146350,530572004.971792,32954.5,50009.0,66694.5,20520309,51558.565326633165,398,155.0,243.0,0.0,2.0,90.0,24.0,217.0,0.0,0.0,65.0,24.0,0.0,56.0,0.0,M,37,37.0,1,1,0,0,85852,0.598,8965,104,7.615,2737.5
6283,6289,1996-08-11,85632,48,1784.00,C,64,POPLATEK MESICNE,1995-04-05,1784.5,1784.5,1784.5,1784.5,1,0,0,0,1,1995-04-05,1998-12-31,1366 days,15,60800,229007570.06091914,335.0,5546.5,21150.0,3478761,12424.146428571428,280,800,156504,865047233.6144257,44672.5,59759.5,81239.5,17908569,63959.175,280,117.0,163.0,0.0,0.0,73.0,29.0,134.0,0.0,0.0,44.0,29.0,0.0,38.0,0.0,F,50,50.0,1,0,0,0,197099,0.747,9624,145,1.955,4374.5
6294,6353,1995-02-12,79920,60,1332.00,C,26,POPLATEK MESICNE,1993-11-26,586.0,5984.0,7902.0,2634.0,3,1,0,0,1,1993-11-26,1998-12-31,1861 days,15,36635,91933485.27231424,265.0,1332.0,11300.0,3206870,6941.2770562770565,462,700,76932,145508036.1811232,38013.5,45375.5,53547.25,21229328,45950.92640692641,462,123.0,339.0,0.0,5.0,62.0,159.0,175.0,56.0,0.0,61.0,47.0,0.0,56.0,0.0,M,46,46.0,1,1,0,0,170449,1.0,10787,131,2.845,6151.0
6296,6358,1996-08-06,270384,48,5633.00,C,3,POPLATEK MESICNE,1995-05-27,5632.8,13076.0,18708.8,9354.4,2,1,0,0,1,1995-05-27,1998-12-31,1314 days,15,50696,161178939.89315015,187.0,6250.0,13230.75,3187429,11302.939716312057,282,700,94187,267949088.83031765,35176.75,44280.5,57821.0,13389264,47479.65957446808,282,92.0,190.0,43.0,0.0,6.0,68.0,122.0,39.0,0.0,43.0,29.0,0.0,38.0,0.0,M,37,37.0,1,0,0,0,75232,0.417,8980,111,2.055,2818.5
6297,6363,1994-10-25,17508,12,1459.00,A,74,POPLATEK MESICNE,1993-08-01,1459.0,1459.0,1459.0,1459.0,1,0,0,0,1,1993-08-01,1998-12-31,1978 days,15,34720,30983930.620796733,186.0,1459.0,9850.0,1649938,4660.8418079096045,354,900,85423,218948705.08020833,40368.5,49238.0,64286.5,18384027,51932.279661016946,354,134.0,220.0,0.0,8.0,69.0,12.0,200.0,0.0,0.0,65.0,12.0,0.0,60.0,0.0,M,53,53.0,1,0,1,0,323870,1.0,10673,100,5.07,18564.5
6302,6397,1996-09-16,181020,60,3017.00,C,48,POPLATEK MESICNE,1995-03-15,3016.7,3016.7,3016.7,3016.7,1,0,0,0,1,1995-03-15,1998-12-31,1387 days,15,27150,58759983.18894744,172.25,3017.0,11700.0,1775721,6726.215909090909,264,500,79501,155582054.0057035,31538.5,39757.5,50069.5,10891386,41255.25,264,97.0,167.0,45.0,0.0,7.0,27.0,140.0,0.0,0.0,45.0,27.0,0.0,40.0,0.0,F,33,32.0,2,0,0,0,78955,0.59,9060,124,2.07,1686.0
6303,6400,1996-02-12,72408,24,3017.00,B,31,POPLATEK PO OBRATU,1995-10-09,143.0,7396.0,17875.7,4468.925,4,1,1,0,1,1995-10-09,1998-12-31,1179 days,1,49634,91827766.49852581,143.0,3200.0,7396.0,2053496,7155.038327526132,287,-2334,107989,561261193.6589508,23340.5,37641.0,59256.5,11740651,40908.19163763066,287,93.0,194.0,0.0,0.0,54.0,104.0,90.0,28.0,29.0,39.0,18.0,0.0,28.0,3.0,F,41,41.0,1,0,0,0,51313,0.592,8930,108,3.85,1390.0
6306,6425,1994-12-20,36684,12,3057.00,A,31,POPLATEK MESICNE,1993-03-29,3057.0,3057.0,3057.0,3057.0,1,0,0,0,1,1993-03-29,1998-12-31,2103 days,8,24480,23288973.35739494,118.0,3057.0,6000.0,1909120,4429.512761020882,431,700,50774,61057581.896509066,21413.5,26600.0,32011.0,11529587,26750.781902552204,431,150.0,281.0,0.0,0.0,81.0,12.0,269.0,52.0,0.0,69.0,12.0,0.0,64.0,0.0,F,21,21.0,1,0,0,0,51313,0.592,8930,108,3.85,1390.0
6309,6434,1996-11-11,110136,24,4589.00,A,1,POPLATEK MESICNE,1995-05-08,4589.2,4891.0,9480.2,4740.1,2,1,0,0,1,1995-05-08,1998-12-31,1333 days,15,60700,179814785.87505907,220.75,4891.0,16180.75,2615656,10719.901639344262,244,400,140543,484757111.10927254,34217.0,45567.0,57534.75,11832077,48492.11885245902,244,88.0,156.0,0.0,0.0,50.0,55.0,101.0,31.0,0.0,38.0,24.0,0.0,31.0,0.0,F,41,41.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
6310,6440,1997-06-17,34572,12,2881.00,A,1,POPLATEK MESICNE,1996-11-01,2881.0,2881.0,2881.0,2881.0,1,0,0,0,1,1996-11-01,1998-12-31,790 days,15,51300,187123637.67643657,185.0,3100.0,14512.0,1441491,9941.31724137931,145,1100,141787,656026783.6214552,29910.0,41826.0,63304.0,7127152,49152.7724137931,145,59.0,86.0,0.0,0.0,34.0,12.0,74.0,0.0,0.0,25.0,12.0,0.0,22.0,0.0,F,23,23.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
6312,6453,1998-05-17,10944,36,304.00,C,34,POPLATEK MESICNE,1996-07-27,304.0,1514.0,3054.0,763.5,4,1,1,0,1,1996-07-27,1998-12-31,887 days,11,10400,3591551.622261555,114.0,695.0,2295.0,348066,1540.1150442477876,226,300,35828,27348247.779370718,19934.75,23347.5,26500.75,5203107,23022.597345132745,226,75.0,151.0,0.0,0.0,46.0,82.0,69.0,25.0,25.0,29.0,7.0,0.0,24.0,0.0,M,48,48.0,1,0,0,0,125236,0.877,9675,100,7.04,5256.5
6313,6461,1997-06-15,150912,36,4192.00,C,50,POPLATEK MESICNE,1996-07-17,4192.5,4192.5,4192.5,4192.5,1,0,0,0,1,1996-07-17,1998-12-31,897 days,15,58000,142451429.6384403,264.0,4450.0,15166.75,1970847,9953.772727272728,198,700,117063,541186197.9780546,39529.0,50243.0,67945.5,10963846,55372.9595959596,198,81.0,117.0,0.0,0.0,52.0,18.0,99.0,0.0,0.0,29.0,18.0,0.0,27.0,0.0,F,24,26.5,2,1,0,0,102609,0.52,8187,94,5.125,2128.5
6315,6472,1995-02-06,43164,12,3597.00,A,61,POPLATEK MESICNE,1994-02-08,3597.0,3597.0,3597.0,3597.0,1,0,0,0,1,1994-02-08,1998-12-31,1787 days,15,57680,237573948.5374635,287.0,4500.0,22515.0,4900497,12862.1968503937,381,800,120071,460768595.7630474,46437.0,57741.0,73484.0,22783169,59798.343832021,381,121.0,260.0,59.0,0.0,3.0,12.0,248.0,0.0,0.0,59.0,12.0,0.0,54.0,0.0,F,23,23.0,1,0,0,0,117897,0.538,8814,107,5.22,2085.5
6316,6473,1994-05-26,76908,12,6409.00,B,12,POPLATEK MESICNE,1993-01-26,6408.8,6408.8,6408.8,6408.8,1,0,0,0,1,1993-01-26,1998-12-31,2165 days,7,57100,181765236.35601282,221.0,6500.0,18959.0,5475314,11575.71670190275,473,-1057,128712,612913691.7588687,29908.0,45511.0,62301.0,22178255,46888.48837209302,473,178.0,295.0,0.0,0.0,106.0,10.0,285.0,0.0,0.0,72.0,10.0,0.0,67.0,1.0,F,53,53.0,1,0,0,0,107870,0.58,8754,137,4.055,3836.0
6320,6495,1998-04-28,104964,12,8747.00,C,6,POPLATEK MESICNE,1996-07-23,8606.0,8747.0,17353.0,8676.5,2,1,0,0,1,1996-07-23,1998-12-31,891 days,15,27722,50883961.26951721,163.0,4700.0,8747.0,1182409,6680.276836158192,177,500,67028,110723249.49178223,31332.0,36298.0,46183.0,6806873,38456.90960451977,177,65.0,112.0,0.0,0.0,36.0,33.0,79.0,25.0,0.0,29.0,8.0,0.0,24.0,0.0,M,33,33.0,1,0,0,0,77963,0.515,8546,126,3.46,2880.0
6321,6505,1998-10-08,38496,12,3208.00,C,7,POPLATEK MESICNE,1997-09-13,3207.8,3207.8,3207.8,3207.8,1,0,0,0,1,1997-09-13,1998-12-31,474 days,15,38123,126745199.07057822,150.0,1600.0,12315.0,378298,7720.367346938776,49,800,92238,587958006.3792516,22996.0,41192.0,60723.0,2232270,45556.5306122449,49,26.0,23.0,0.0,0.0,10.0,3.0,20.0,0.0,0.0,16.0,3.0,0.0,4.0,0.0,F,35,35.0,1,1,0,0,94725,0.634,9920,130,2.535,4567.5
6322,6510,1997-05-06,76992,24,3208.00,C,74,POPLATEK MESICNE,1996-12-18,3207.8,3207.8,3207.8,3207.8,1,0,0,0,1,1996-12-18,1998-12-31,743 days,15,59400,175963045.19508448,242.75,4100.0,16855.25,1775073,10823.615853658537,164,900,112176,711444432.126141,26737.25,49494.0,64434.75,7984238,48684.37804878049,164,68.0,96.0,0.0,0.0,43.0,20.0,76.0,0.0,0.0,25.0,20.0,0.0,23.0,0.0,M,34,34.0,1,1,0,0,323870,1.0,10673,100,5.07,18564.5
6336,6555,1994-03-31,212400,36,5900.00,A,38,POPLATEK TYDNE,1993-03-05,5900.0,5900.0,5900.0,5900.0,1,0,0,0,1,1993-03-05,1998-12-31,2127 days,30,61000,147921343.1163547,242.25,5900.0,12748.25,4243603,9688.591324200914,438,300,155811,836432780.0614667,36962.0,56940.5,83342.25,27332699,62403.422374429225,438,175.0,263.0,0.0,0.0,105.0,36.0,227.0,0.0,0.0,70.0,36.0,0.0,66.0,0.0,F,33,33.0,1,0,0,0,85852,0.598,8965,104,7.615,2737.5
6338,6592,1997-08-24,390660,60,6511.00,C,1,POPLATEK MESICNE,1996-10-20,6510.7,10755.0,17265.7,8632.85,2,1,0,0,1,1996-10-20,1998-12-31,802 days,15,61600,241148043.11272818,2100.0,10000.0,24600.25,3306497,14761.14732142857,224,300,164910,715638048.4387404,51102.25,64882.5,84846.25,15239510,68033.52678571429,224,87.0,137.0,0.0,2.0,61.0,40.0,95.0,24.0,0.0,26.0,16.0,0.0,23.0,0.0,F,21,21.0,1,0,0,1,1204953,1.0,12541,167,0.315,92392.0
6342,6609,1995-11-12,60156,36,1671.00,B,16,POPLATEK MESICNE,1995-03-27,1624.0,3881.0,7176.0,2392.0,3,1,0,0,1,1995-03-27,1998-12-31,1375 days,0,74000,185955630.6609304,86.0,1671.0,6000.0,2248914,8003.252669039146,281,-1449,159713,1141050641.5490842,13419.0,28501.0,52628.0,10833623,38553.81850533808,281,89.0,192.0,0.0,0.0,50.0,95.0,97.0,33.0,0.0,39.0,26.0,0.0,41.0,10.0,M,23,23.0,1,0,0,0,93931,0.569,8427,107,1.32,1893.5
6346,6649,1997-05-22,100260,60,1671.00,C,1,POPLATEK MESICNE,1995-07-08,1671.0,1671.0,1671.0,1671.0,1,0,0,0,1,1995-07-08,1998-12-31,1272 days,15,55700,200412991.878175,253.5,2550.0,20311.0,2007632,10793.720430107527,186,1000,143764,647660997.9315318,31995.75,52158.5,67328.0,9811004,52747.333333333336,186,79.0,107.0,0.0,8.0,43.0,19.0,80.0,0.0,0.0,36.0,19.0,0.0,23.0,0.0,M,32,32.0,1,1,0,0,1204953,1.0,12541,167,0.315,92392.0
6350,6678,1997-07-09,294384,48,6133.00,C,54,POPLATEK MESICNE,1996-01-03,6133.0,6133.0,6133.0,6133.0,1,0,0,0,1,1996-01-03,1998-12-31,1093 days,15,63900,225009687.77151674,1200.0,10405.0,22834.0,4104041,14978.251824817518,274,1100,147778,690076557.5206541,45796.75,66051.5,82641.75,18096084,66044.10218978103,274,115.0,159.0,0.0,0.0,79.0,18.0,141.0,0.0,0.0,36.0,18.0,0.0,32.0,0.0,F,33,33.0,1,0,0,0,387570,1.0,9897,140,1.78,18708.5
6353,6686,1997-12-25,116496,24,4854.00,C,61,POPLATEK MESICNE,1996-02-10,4853.8,4853.8,4853.8,4853.8,1,0,0,0,1,1996-02-10,1998-12-31,1055 days,15,43684,160675573.07827964,162.5,4854.0,23333.5,2145346,11411.41489361702,188,600,84727,214080827.6332916,25545.25,40903.5,49504.5,7317126,38920.882978723406,188,69.0,119.0,34.0,0.0,1.0,12.0,107.0,0.0,0.0,34.0,12.0,0.0,29.0,0.0,M,41,41.0,1,0,0,0,117897,0.538,8814,107,5.22,2085.5
6354,6688,1996-10-23,22968,36,638.00,C,16,POPLATEK MESICNE,1996-06-25,570.0,1753.0,4243.0,1060.75,4,1,1,0,1,1996-06-25,1998-12-31,919 days,15,15400,9261457.377510048,570.0,1000.0,1800.0,556403,2234.5502008032126,249,1000,57999,110578991.26382951,33231.0,42336.0,47154.0,9869681,39637.273092369476,249,73.0,176.0,0.0,0.0,43.0,103.0,73.0,26.0,25.0,30.0,26.0,0.0,25.0,0.0,F,49,49.0,1,0,0,0,93931,0.569,8427,107,1.32,1893.5
6355,6699,1997-09-24,127200,48,2650.00,C,35,POPLATEK MESICNE,1996-06-08,2650.2,7303.0,15457.2,5152.400000000001,3,1,0,0,1,1996-06-08,1998-12-31,936 days,15,24572,37686260.339183055,525.0,5504.0,7450.75,1410369,6353.013513513513,222,400,77515,164364511.70942897,28921.25,38353.5,47073.5,8518200,38370.27027027027,222,87.0,135.0,30.0,0.0,27.0,66.0,69.0,25.0,0.0,30.0,15.0,0.0,25.0,0.0,M,34,34.0,1,0,0,0,88768,0.805,8867,130,1.105,3502.0
6356,6701,1993-12-08,95400,36,2650.00,A,49,POPLATEK TYDNE,1993-03-15,2650.2,2650.2,2650.2,2650.2,1,0,0,0,1,1993-03-15,1998-12-31,2117 days,24,62800,244759906.19715947,350.0,5719.0,21657.0,6336074,13227.711899791231,479,200,158344,1203496301.4819133,42023.0,69007.0,92086.5,32820653,68519.10855949896,479,194.0,285.0,0.0,0.0,124.0,36.0,249.0,0.0,0.0,70.0,36.0,0.0,66.0,0.0,M,28,28.0,1,0,0,0,75685,0.608,8208,155,2.03,1891.5
6357,6706,1998-07-12,64860,60,1081.00,C,38,POPLATEK MESICNE,1996-12-28,671.0,1982.0,4549.0,1137.25,4,1,1,0,1,1996-12-28,1998-12-31,733 days,14,20108,26879933.393265016,671.0,900.0,5345.0,674153,3745.2944444444443,180,200,67060,72229560.80558658,39066.5,43639.5,49716.25,7945158,44139.76666666667,180,50.0,130.0,0.0,0.0,26.0,64.0,66.0,20.0,19.0,24.0,6.0,0.0,19.0,0.0,F,20,20.0,1,0,0,0,85852,0.598,8965,104,7.615,2737.5
6358,6715,1995-01-14,137880,60,2298.00,D,48,POPLATEK TYDNE,1993-09-15,2298.2,2298.2,2298.2,2298.2,1,0,0,0,1,1993-09-15,1998-12-31,1933 days,2,73500,57515914.0212156,160.0,2500.0,13054.75,2585940,6432.686567164179,402,-1742,78056,310621616.85917646,21229.0,32831.5,47125.25,13571871,33760.87313432836,402,164.0,238.0,63.0,0.0,38.0,46.0,192.0,0.0,0.0,63.0,46.0,0.0,57.0,2.0,M,36,36.0,1,0,0,0,78955,0.59,9060,124,2.07,1686.0
6362,6738,1995-10-31,37908,12,3159.00,A,62,POPLATEK MESICNE,1994-07-28,3159.0,3159.0,3159.0,3159.0,1,0,0,0,1,1994-07-28,1998-12-31,1617 days,14,28431,70679299.92334497,142.5,3159.0,16825.0,2153880,7478.75,288,800,71123,136482630.28483117,28683.5,36212.0,45602.25,10863251,37719.62152777778,288,109.0,179.0,53.0,0.0,3.0,12.0,167.0,0.0,0.0,53.0,12.0,0.0,48.0,0.0,F,23,23.0,1,0,0,0,145688,0.407,8544,109,1.53,2812.5
6377,6792,1997-03-17,17184,12,1432.00,A,1,POPLATEK MESICNE,1996-05-11,49.0,3520.0,5424.0,1356.0,4,1,1,0,1,1996-05-11,1998-12-31,964 days,15,24000,20794209.941161145,140.75,1300.0,3520.0,826625,3229.00390625,256,400,47760,59524007.236749396,27690.0,32302.5,38787.25,8303441,32435.31640625,256,71.0,185.0,0.0,0.0,39.0,93.0,92.0,27.0,27.0,32.0,12.0,0.0,27.0,0.0,F,55,55.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
6386,6856,1997-04-30,124344,36,3454.00,C,43,POPLATEK MESICNE,1995-08-19,794.0,6965.0,13770.0,3442.5,4,1,1,0,1,1995-08-19,1998-12-31,1230 days,15,63000,75383251.24524355,500.0,2557.0,6965.0,1815108,5689.993730407524,319,321,103753,293255916.5583288,20265.0,30584.0,41337.5,10240550,32102.03761755486,319,92.0,227.0,0.0,0.0,51.0,131.0,96.0,37.0,37.0,41.0,20.0,0.0,37.0,0.0,F,20,20.0,1,0,0,0,161854,0.763,9425,125,2.1,3988.0
6399,6902,1997-12-21,49320,36,1370.00,C,60,POPLATEK MESICNE,1996-10-22,827.0,3738.0,5935.0,1978.3333333333333,3,1,0,0,1,1996-10-22,1998-12-31,800 days,15,15567,16683595.034022976,160.0,1370.0,3850.0,592592,3386.24,175,900,49729,95864222.19717564,20213.5,27826.0,35967.5,4996939,28553.937142857143,175,54.0,121.0,0.0,0.0,28.0,56.0,65.0,22.0,0.0,26.0,12.0,0.0,21.0,0.0,M,33,33.0,1,0,0,0,110643,0.519,8441,115,3.94,2065.5
6402,6922,1998-12-06,139488,24,5812.00,C,3,POPLATEK TYDNE,1997-05-12,5811.7,5811.7,5811.7,5811.7,1,0,0,0,1,1997-05-12,1998-12-31,598 days,30,52305,217180154.40463826,241.25,6700.0,24141.25,1427038,13213.314814814816,108,1100,100261,542162268.2866044,34799.25,47705.0,65357.0,5216784,48303.555555555555,108,41.0,67.0,19.0,0.0,3.0,1.0,66.0,0.0,0.0,19.0,1.0,0.0,14.0,0.0,M,30,30.0,1,0,0,0,75232,0.417,8980,111,2.055,2818.5
6403,6924,1995-12-05,194880,48,4060.00,C,74,POPLATEK MESICNE,1994-06-01,4059.5,4585.0,8644.5,4322.25,2,1,0,0,1,1994-06-01,1998-12-31,1674 days,15,36536,84426367.51931202,185.0,4585.0,10200.0,2932835,7800.093085106383,376,300,79100,181210162.20254627,28069.25,37112.5,47549.25,14487413,38530.35372340425,376,114.0,262.0,55.0,2.0,4.0,88.0,172.0,51.0,0.0,55.0,37.0,0.0,50.0,0.0,M,20,20.0,1,0,0,1,323870,1.0,10673,100,5.07,18564.5
6407,6930,1994-05-26,25944,24,1081.00,A,41,POPLATEK MESICNE,1993-09-08,1081.0,1081.0,1081.0,1081.0,1,0,0,0,1,1993-09-08,1998-12-31,1940 days,15,36290,129993969.4859473,210.0,1081.0,21300.0,3324623,9312.669467787115,357,600,93629,214610900.53778347,39706.0,50189.0,64888.0,18582193,52050.96078431373,357,130.0,227.0,0.0,5.0,66.0,24.0,198.0,0.0,0.0,64.0,24.0,0.0,59.0,0.0,F,39,39.0,1,1,0,0,118650,0.856,9832,114,3.89,5958.0
6415,6950,1997-02-12,475680,48,9910.00,C,36,POPLATEK MESICNE,1996-10-12,8561.0,9910.0,18471.0,9235.5,2,1,0,0,1,1996-10-12,1998-12-31,810 days,15,42080,92785312.0809006,234.0,8561.0,9910.0,1366082,8484.981366459628,161,700,114953,503509595.2407606,27469.0,47141.0,62125.0,7550151,46895.34782608696,161,62.0,99.0,0.0,3.0,36.0,44.0,52.0,22.0,0.0,26.0,22.0,0.0,21.0,0.0,F,33,33.0,2,1,0,0,159617,0.852,9198,131,3.79,5964.0
6421,6985,1996-07-25,96768,36,2688.00,C,38,POPLATEK MESICNE,1995-07-27,2687.5,13167.0,15854.5,7927.25,2,1,0,0,1,1995-07-27,1998-12-31,1253 days,13,64100,213517321.59797508,311.5,7902.0,21599.0,3669495,12966.413427561838,283,900,144652,767655737.638673,38201.5,57710.0,72813.5,16959186,59926.452296819785,283,109.0,174.0,0.0,0.0,68.0,64.0,110.0,35.0,0.0,41.0,29.0,0.0,36.0,0.0,F,31,34.5,2,0,0,0,85852,0.598,8965,104,7.615,2737.5
6435,7045,1997-06-16,288720,48,6015.00,C,51,POPLATEK MESICNE,1996-12-26,6015.3,6015.3,6015.3,6015.3,1,0,0,0,1,1996-12-26,1998-12-31,735 days,15,54138,211173359.2298972,263.0,6015.0,22575.0,1841613,12969.105633802817,142,400,104827,356572218.67785424,50692.5,57134.0,79189.5,8936244,62931.295774647886,142,49.0,93.0,24.0,1.0,1.0,18.0,74.0,0.0,0.0,24.0,18.0,0.0,19.0,0.0,M,56,56.0,1,1,0,0,121947,0.705,8541,131,2.735,3667.5
6436,7049,1998-05-22,495180,60,8253.00,C,69,POPLATEK MESICNE,1997-10-12,8253.2,8253.2,8253.2,8253.2,1,0,0,0,1,1997-10-12,1998-12-31,445 days,15,74278,465372203.1059652,226.5,12250.0,38725.0,1502708,19772.473684210527,76,600,126715,660963122.9899999,37934.0,52256.5,66168.0,4129023,54329.25,76,29.0,47.0,14.0,0.0,1.0,7.0,40.0,0.0,0.0,14.0,7.0,0.0,9.0,0.0,F,20,20.0,1,0,0,1,42821,0.484,8173,124,7.01,1358.0
6437,7052,1997-11-09,63972,36,1777.00,D,55,POPLATEK PO OBRATU,1997-07-17,1776.7,1776.7,1776.7,1776.7,1,0,0,0,1,1997-07-17,1998-12-31,532 days,5,21558,31255530.74598581,105.5,3150.0,10660.0,564033,5423.3942307692305,104,-1692,48470,115769475.69744211,13529.75,22481.0,30710.75,2284583,21967.14423076923,104,48.0,56.0,17.0,0.0,14.0,12.0,44.0,0.0,0.0,17.0,12.0,0.0,12.0,2.0,M,52,52.0,1,0,0,0,157042,0.339,8743,111,2.115,3776.5
6442,7082,1998-02-08,194160,48,4045.00,C,57,POPLATEK MESICNE,1996-09-06,15.0,6359.0,11885.0,2377.0,5,1,1,0,1,1996-09-06,1998-12-31,846 days,15,17642,18182005.472805984,102.0,1204.0,5200.0,752867,3231.1888412017165,233,900,48106,52681941.57688324,22432.0,28208.0,32985.0,6561928,28162.78111587983,233,69.0,164.0,0.0,0.0,42.0,103.0,61.0,23.0,23.0,27.0,11.0,0.0,22.0,0.0,F,54,54.0,1,0,0,0,161954,0.48,8720,116,4.1,3690.0
6450,7099,1998-06-10,234336,48,4882.00,C,1,POPLATEK MESICNE,1996-08-20,236.0,11766.0,17412.5,4353.125,4,1,1,0,1,1996-08-20,1998-12-31,863 days,15,43942,117936124.78305651,236.0,3600.0,11766.0,1788020,8018.026905829596,223,1000,90491,313855589.9804468,28050.0,37062.0,50838.5,8937064,40076.5201793722,223,59.0,164.0,28.0,0.0,3.0,79.0,85.0,24.0,24.0,28.0,7.0,0.0,23.0,0.0,F,28,28.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
6456,7123,1993-12-09,47016,12,3918.00,A,64,POPLATEK PO OBRATU,1993-04-14,3918.2,14581.0,18499.2,9249.6,2,1,0,0,1,1993-04-14,1998-12-31,2087 days,19,58900,215177042.76512277,245.0,8043.0,21339.25,6326822,13461.32340425532,470,200,157371,951289420.8714111,31358.25,52810.5,74667.0,25693535,54667.09574468085,470,191.0,279.0,0.0,0.0,122.0,64.0,215.0,52.0,0.0,69.0,12.0,0.0,64.0,0.0,F,42,42.0,1,0,0,0,197099,0.747,9624,145,1.955,4374.5
6460,7133,1994-11-06,48672,36,1352.00,A,1,POPLATEK MESICNE,1993-09-17,44.0,2683.0,4250.0,850.0,5,1,1,0,1,1993-09-17,1998-12-31,1931 days,15,12100,3027059.4588591633,56.0,115.0,2683.0,745956,1315.6190476190477,567,300,33815,31601831.106256343,14415.5,17208.0,23519.5,10661383,18803.144620811287,567,160.0,407.0,0.0,0.0,97.0,272.0,135.0,59.0,59.0,63.0,36.0,0.0,58.0,0.0,F,51,51.0,2,0,0,0,1204953,1.0,12541,167,0.315,92392.0
6461,7136,1996-09-19,74124,36,2059.00,C,12,POPLATEK TYDNE,1995-04-09,547.0,2235.0,5921.0,1480.25,4,1,1,0,1,1995-04-09,1998-12-31,1362 days,30,54800,167739609.3394339,547.0,2059.0,9150.0,3127562,8252.142480211081,379,400,159766,638134481.0134718,36430.0,48687.0,71133.0,21147692,55798.65963060686,379,102.0,277.0,0.0,0.0,59.0,141.0,136.0,38.0,38.0,43.0,27.0,0.0,38.0,0.0,F,60,60.0,1,0,0,0,107870,0.58,8754,137,4.055,3836.0
6464,7156,1998-04-16,49488,24,2062.00,C,71,POPLATEK MESICNE,1997-09-11,2062.0,2062.0,2062.0,2062.0,1,0,0,0,1,1997-09-11,1998-12-31,476 days,15,30969,90759094.11627907,241.5,2200.0,18248.0,742110,8530.0,87,300,82684,259031342.57364336,34526.5,42891.0,58406.0,3917929,45033.666666666664,87,40.0,47.0,16.0,2.0,8.0,8.0,37.0,0.0,0.0,16.0,8.0,0.0,11.0,0.0,F,58,58.0,1,1,0,0,161227,0.697,8678,102,5.735,4787.5
6468,7176,1997-11-30,203940,60,3399.00,C,1,POPLATEK MESICNE,1996-12-07,3399.0,6110.0,9509.0,4754.5,2,1,0,0,1,1996-12-07,1998-12-31,754 days,15,37200,101530422.74351525,209.0,3399.0,14600.0,1244278,8350.859060402685,149,400,72580,157055985.46925437,33014.0,44043.0,51531.0,6447998,43275.154362416106,149,50.0,99.0,0.0,0.0,26.0,33.0,66.0,20.0,0.0,24.0,13.0,0.0,19.0,0.0,F,45,45.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
