loan_loan_id,account_id,loan_date,loan_amount,loan_duration,loan_payments,loan_status,district_id,acc_frequency,day_before_loan,sum_monthly_payment_amount_notnorm,sum_monthly_payment_amount_in_notnorm,sum_monthly_payment_amount_out_notnorm,sum_monthly_payment_out_household_notnorm,sum_monthly_payment_out_insurrance_notnorm,sum_monthly_payment_in_interest_credited_notnorm,sum_monthly_payment_out_payment_for_statement_notnorm,sum_monthly_payment_out_sanction_interest_neg_bal_notnorm,count_out_sanction_interest_neg_bal_notnorm,count_monthly_payment_trans_notnorm,current_monthly_payment_amount_out,current_monthly_payment_out_household,current_monthly_payment_out_insurrance,current_monthly_payment_out_payment_for_statement,current_monthly_payment_in_interest_credited,sum_other_amount_notnorm,count_other_trans_notnorm,sum_other_amount_in_notnorm,sum_other_amount_out_notnorm,balance_latest,client_gender,client_age,all_client_mean_age,all_client_count,card_type_classic,card_type_gold,card_type_junior,num_inhabitants,urban_rate,avg_salary,num_enterpreneurs_per1000inhabitants,unemploy_rate,number_crimes
5799,4052,28/12/1997,106128,36,2948,C,36,weekly,337,440341,245718,194623,0,0,1245,180,0,0,52,21330,0,0,30,211,438916,36,244473,194443,51095,M,21,21,1,0,0,0,159617,0.852,9198,131,3.79,5964
5804,4079,5/4/1995,158976,48,3312,C,52,monthly,518,1337468,678171,659297,70126,4494,3259,210,0,0,156,10163,5009,321,15,74,1259379,98,674912,584467,18894,M,60,60,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
5805,4081,28/11/1995,137904,24,5746,B,11,monthly,129,76360,55760,20600,0,0,248,0,0,0,12,8100,0,0,0,123,76112,9,55512,20600,35160,M,31,31,1,0,0,0,75637,0.365,9622,154,0.495,3502
5808,4099,31/7/1997,41856,48,872,C,54,monthly,431,530598,283833,246765,19260,12980,1801,135,0,0,103,18942,1926,1298,15,173,496422,61,282032,214390,37069,F,39,39,1,1,0,0,387570,1,9897,140,1.78,18708.5
5815,4116,3/6/1998,151200,36,4200,C,6,monthly,241,708048,383587,324461,28896,0,1891,45,0,0,40,115663,14448,0,15,310,677216,27,381696,295520,59127,M,53,53,1,0,0,0,77963,0.515,8546,126,3.46,2880
5817,4127,15/8/1997,100800,24,4200,D,50,monthly,469,399335,198880,200455,44420,483,1159,105,23,3,64,317,0,69,15,0,353145,33,197721,155424,-1572,M,61,61,1,0,0,0,102609,0.52,8187,94,5.125,2128.5
5823,4144,21/6/1998,212976,36,5916,C,1,monthly,671,1836818,945018,891800,157554,0,3748,270,0,0,149,18668,8753,0,15,118,1675246,93,941270,733976,53222,F,26,23.5,2,0,0,0,1204953,1,12541,167,0.315,92392
5830,4190,28/8/1997,405780,60,6763,C,62,monthly,694,645898,343713,302185,55119,22356,2963,270,0,0,176,14018,2901,1242,15,162,565190,99,340750,224440,41532,M,48,48,1,0,0,0,145688,0.407,8544,109,1.53,2812.5
5836,4259,27/8/1994,79632,24,3318,A,66,monthly,141,399179,244463,154716,9516,0,958,0,0,0,16,36816,9516,0,0,299,388705,11,243505,145200,89747,F,40,40,1,0,0,0,125832,0.483,8512,102,3.81,2175
5837,4260,29/6/1994,244560,60,4076,C,56,monthly,258,427095,224209,202886,48024,0,1031,45,0,0,42,46628,12006,0,15,137,377995,28,223178,154817,21326,F,32,32,1,0,0,0,124605,0.46,8772,126,4.79,3006
5841,4268,4/11/1998,41988,12,3499,C,77,monthly,622,575684,316814,258870,99690,0,3079,240,0,0,129,10261,6646,0,15,234,472675,78,313735,158940,57966,M,26,29.5,2,0,0,0,148545,0.535,8909,113,4.78,3525
5850,4293,22/5/1997,164196,36,4561,C,64,after_transaction,473,616578,349775,266803,14391,0,924,200,0,0,49,71609,4797,0,100,264,601063,37,348851,252212,82971,F,43,43,1,0,0,0,197099,0.747,9624,145,1.955,4374.5
5856,4320,9/8/1997,51360,12,4280,B,61,monthly,382,1424029,744278,679751,0,0,2467,135,16,2,87,29815,0,0,15,239,1421411,63,741811,679600,64530,F,54,54,1,0,0,0,117897,0.538,8814,107,5.22,2085.5
5861,4337,8/12/1994,51408,24,2142,A,29,monthly,387,858297,453747,404550,0,0,2197,120,0,0,64,8715,0,0,15,162,855980,44,451550,404430,49213,M,50,50,1,1,0,0,45714,0.556,8843,113,3.2,853
5862,4342,9/12/1997,100128,24,4172,C,74,monthly,589,1350265,702641,647624,104295,0,4495,255,0,0,139,20750,6135,0,15,319,1241220,86,698146,543074,55024,F,51,51,1,1,0,0,323870,1,10673,100,5.07,18564.5
5865,4354,30/10/1998,327660,60,5461,C,38,monthly,660,1439490,749511,689979,216852,0,4055,240,0,0,126,59245,12756,0,15,239,1218343,73,745456,472887,59537,F,57,57,1,1,0,0,85852,0.598,8965,104,7.615,2737.5
5868,4361,29/3/1997,90156,12,7513,A,69,monthly,383,1193340,635729,557611,0,0,3965,120,0,0,65,54908,0,0,15,344,1189255,45,631764,557491,78120,F,53,52,2,0,1,0,42821,0.484,8173,124,7.01,1358
5876,4413,8/2/1995,221280,48,4610,C,74,weekly,389,844298,437807,406491,54614,0,1831,240,0,0,71,42110,7802,0,30,158,787613,44,435976,351637,31345,M,31,33,2,0,0,0,323870,1,10673,100,5.07,18564.5
5877,4414,23/2/1995,97224,24,4051,A,24,monthly,531,441086,230281,210805,48308,0,1378,180,0,0,112,13240,3716,0,15,96,391220,71,228903,162317,19480,F,48,48.5,2,0,0,0,122603,0.8,8991,128,1.655,5235.5
5878,4415,1/4/1997,74040,12,6170,A,73,monthly,636,1070317,552811,517506,78217,1309,3721,255,0,0,190,23678,4601,77,15,176,986815,118,549090,437725,35325,F,43,43,1,0,0,0,182027,0.564,8746,90,3.52,4394
5880,4423,31/10/1995,73836,36,2051,A,39,monthly,188,317454,192454,125000,0,0,1113,0,0,0,19,20100,0,0,0,425,316341,14,191341,125000,67453,F,32,32,1,1,0,0,119895,0.899,10446,90,8.35,4845
5882,4427,26/9/1994,87816,12,7318,A,32,monthly,476,381271,198466,182805,55055,0,1482,150,0,0,84,14340,5005,0,15,83,324584,49,196984,127600,15666,M,38,35.5,2,0,0,0,105058,0.81,9272,118,3.01,4422.5
5886,4447,31/10/1996,192744,36,5354,C,62,monthly,137,401313,214556,186757,0,0,809,30,0,0,26,45115,0,0,15,237,400474,20,213747,186727,36199,M,35,31.5,2,0,0,0,145688,0.407,8544,109,1.53,2812.5
5887,4448,3/10/1994,192744,36,5354,A,60,monthly,488,580940,304977,275963,0,0,2185,150,0,0,76,36049,0,0,15,149,578605,52,302792,275813,29034,F,28,24,2,1,0,0,110643,0.519,8441,115,3.94,2065.5
5889,4456,9/2/1998,321240,60,5354,C,14,monthly,524,1799062,918068,880994,0,0,5273,225,0,0,136,21315,0,0,15,160,1793564,104,912795,880769,37093,M,29,29,1,1,0,0,177686,0.748,10045,135,1.555,6449.5
5892,4462,14/5/1996,66480,24,2770,B,73,weekly,139,136092,85492,50600,0,0,361,0,0,0,10,15000,0,0,0,207,135731,7,85131,50600,34891,M,64,64,1,0,0,0,182027,0.564,8746,90,3.52,4394
5893,4467,3/8/1998,86184,36,2394,C,17,weekly,477,490696,259751,230945,50116,0,2030,360,0,0,84,34486,4556,0,30,123,438190,45,257721,180469,28834,M,31,31,1,0,0,0,74062,0.614,8114,119,2.46,1092
5895,4473,3/1/1997,93960,60,1566,C,45,monthly,452,716610,383078,333532,49752,0,3189,150,0,0,89,31088,5528,0,15,273,663519,56,379889,283630,49549,M,37,37,1,0,0,0,77917,0.535,8390,132,2.545,2101
5897,4476,25/9/1996,15192,24,633,A,24,monthly,685,692857,355102,337755,57510,55854,2494,255,0,0,169,27865,3195,3103,15,130,576744,95,352608,224136,17352,F,27,27,1,0,0,0,122603,0.8,8991,128,1.655,5235.5
5900,4503,1/1/1996,135360,48,2820,C,50,monthly,363,1151815,603340,548475,0,0,2660,135,0,0,77,36715,0,0,15,301,1149020,57,600680,548340,54884,M,24,24,1,0,0,1,102609,0.52,8187,94,5.125,2128.5
5906,4533,5/5/1998,81144,36,2254,C,68,monthly,275,925647,495723,429924,31437,0,1674,60,0,0,51,55947,10479,0,15,290,892476,37,494049,398427,90315,F,55,55,1,1,0,0,228848,0.572,9893,96,4.36,5755
5909,4550,3/1/1998,61320,60,1022,C,56,monthly,331,191383,106250,85133,7791,2968,990,105,0,0,74,11439,1113,424,15,104,179529,42,105260,74269,21119,F,52,52,1,0,0,0,124605,0.46,8772,126,4.79,3006
5918,4576,4/6/1994,300204,36,8339,A,27,monthly,364,467051,250491,216560,45800,0,1861,120,0,0,71,14715,7200,0,15,136,419270,43,248630,170640,33947,M,35,35,1,0,0,0,67298,0.438,8561,110,0.945,1078
5922,4580,5/8/1995,20220,12,1685,A,9,monthly,343,495511,263406,232105,43615,0,1555,90,0,0,51,18838,8723,0,15,110,450251,31,261851,188400,31318,F,26,26,1,1,0,0,81344,0.553,8899,149,3.635,2737
5923,4585,10/10/1996,64656,48,1347,C,27,monthly,124,76549,60649,15900,0,0,313,0,0,0,12,4600,0,0,0,142,76236,9,60336,15900,44749,M,52,55,2,1,0,0,67298,0.438,8561,110,0.945,1078
5930,4616,12/1/1998,66696,24,2779,C,1,monthly,110,173770,120595,53175,12260,0,464,15,0,0,16,42475,12260,0,15,277,161031,11,120131,40900,67421,M,23,23,1,1,0,0,1204953,1,12541,167,0.315,92392
5931,4618,17/3/1997,66696,24,2779,D,3,monthly,239,540041,276296,263745,38000,0,1090,45,0,0,43,17315,14200,0,15,104,500906,30,275206,225700,12552,F,33,33,1,0,0,0,75232,0.417,8980,111,2.055,2818.5
5932,4626,18/6/1997,33348,12,2779,A,9,monthly,368,738250,377709,360541,0,0,1772,150,0,0,63,15615,0,0,15,110,736328,42,375937,360391,17172,F,29,29,1,0,0,0,81344,0.553,8899,149,3.635,2737
5933,4631,13/12/1997,87528,24,3647,C,77,after_transaction,366,505511,290164,215347,0,0,1798,700,0,0,57,24400,0,0,100,238,503013,39,288366,214647,74816,M,48,47.5,2,1,0,0,148545,0.535,8909,113,4.78,3525
5938,4650,25/8/1996,402000,60,6700,C,4,monthly,315,163616,90423,73193,2770,0,819,75,0,0,54,10197,554,0,15,65,159952,35,89604,70348,17232,M,19,19,1,0,0,0,149893,0.674,9753,109,4.825,5568
5940,4660,28/5/1997,106944,24,4456,C,63,monthly,145,264220,159133,105087,2121,437,933,0,0,0,18,57287,2121,437,0,324,260729,12,158200,102529,54046,F,46,46,1,0,0,0,86513,0.505,8288,110,4.11,1511
5942,4681,15/3/1997,162624,48,3388,C,70,monthly,585,852289,445850,406439,80256,0,3098,225,0,0,134,12746,5016,0,15,121,768710,84,442752,325958,39415,F,42,42,1,0,0,0,285387,0.899,10177,81,7.175,9993
5953,4715,14/3/1997,97176,24,4049,C,8,monthly,137,414756,253349,161407,0,0,725,0,0,0,16,54507,0,0,0,229,414031,12,252624,161407,91941,F,44,44,1,1,0,0,112065,0.694,11277,127,1.32,5083
5956,4725,4/11/1997,168264,36,4674,C,73,monthly,204,340067,183813,156254,26924,0,820,30,0,0,25,30677,13462,0,15,122,312293,15,182993,129300,27575,M,49,49,1,0,0,0,182027,0.564,8746,90,3.52,4394
5959,4727,11/8/1995,107640,24,4485,A,2,monthly,179,402238,233782,168456,3580,0,859,15,0,0,23,50156,3580,0,15,155,397784,16,232923,164861,65325,F,40,40,1,0,0,0,88884,0.467,8507,132,1.725,2416.5
5963,4746,7/9/1997,204780,60,3413,C,54,monthly,198,376085,232748,143337,0,0,1172,15,0,0,23,89937,0,0,15,223,374898,16,231576,143322,89411,M,46,46,1,1,0,0,387570,1,9897,140,1.78,18708.5
5970,4774,9/7/1995,465072,48,9689,C,66,monthly,541,883698,460423,423275,79100,0,1804,195,0,0,103,26215,0,0,15,92,802599,60,458619,343980,37152,M,51,54.5,2,0,0,0,125832,0.483,8512,102,3.81,2175
5973,4784,24/11/1997,219456,48,4572,C,46,monthly,108,160324,118724,41600,0,0,544,0,0,0,11,20100,0,0,0,264,159780,8,118180,41600,77124,F,39,41.5,2,0,0,0,112709,0.735,8369,117,2.005,2736
5976,4794,27/12/1997,465504,48,9698,D,72,monthly,374,439235,228254,210981,15376,25136,1084,105,0,0,86,28462,1922,3142,15,104,397534,52,227170,170364,17274,M,37,37,1,0,0,0,226122,0.626,8994,110,4.295,9440
5977,4803,25/2/1997,59136,48,1232,C,26,monthly,262,103259,62999,40260,0,0,768,60,0,0,44,2315,0,0,15,86,102431,32,62231,40200,22740,F,20,20,1,0,0,0,170449,1,10787,131,2.845,6151
5980,4825,18/8/1995,21396,12,1783,A,15,monthly,440,362271,193525,168746,0,0,1793,150,0,0,78,21390,0,0,15,137,360328,54,191732,168596,24782,M,31,27.5,2,0,0,0,58796,0.519,9045,124,3.35,1862
5988,4851,22/8/1996,141648,24,5902,A,52,monthly,200,253912,171312,82600,0,0,755,0,0,0,18,57500,0,0,0,265,253157,13,170557,82600,88710,M,47,50.5,2,0,0,0,139012,0.619,8363,108,2.995,2681.5
5989,4852,4/3/1996,213300,36,5925,C,47,monthly,326,220085,123705,96380,23970,0,1205,90,0,0,59,10709,4794,0,15,106,194820,38,122500,72320,27341,M,35,35,1,0,0,0,162580,0.728,9538,111,1.655,5744.5
5991,4858,27/7/1998,335184,48,6983,D,67,monthly,401,1165814,591107,574707,0,0,3907,120,11,2,88,25826,0,0,15,124,1161776,54,587200,574576,16401,F,21,21,1,0,0,0,106054,0.631,8110,109,6.125,3161.5
5992,4863,18/3/1997,76080,12,6340,A,5,monthly,371,927503,499212,428291,26400,0,2066,105,0,0,81,20051,3300,0,15,195,898932,55,497146,401786,70924,F,20,20,1,0,0,1,95616,0.514,9307,118,4.115,2828
5997,4894,4/11/1993,117024,24,4876,A,14,monthly,137,183594,118394,65200,0,0,574,0,0,0,13,24000,0,0,0,208,183020,9,117820,65200,53194,M,64,64,1,1,0,0,177686,0.748,10045,135,1.555,6449.5
5999,4907,3/1/1996,98832,48,2059,C,42,monthly,696,775640,401402,374238,70884,6175,3275,285,0,0,177,22911,3938,325,15,140,695021,98,398127,296894,27184,F,29,29,1,0,0,0,95907,0.591,8388,87,2.67,1663
6004,4937,23/7/1994,143904,24,5996,A,12,monthly,518,1278008,658169,619839,42992,0,3285,225,0,0,139,40184,2687,0,15,321,1231506,91,654884,576622,38336,M,48,48,1,0,0,0,107870,0.58,8754,137,4.055,3836
6006,4948,15/11/1996,359760,60,5996,C,43,monthly,475,387954,213956,173998,18840,0,964,60,0,0,48,12325,4710,0,15,55,368090,32,212992,155098,39959,M,20,20,1,0,0,0,161854,0.763,9425,125,2.1,3988
6007,4949,30/8/1997,289920,48,6040,C,33,monthly,320,747309,400934,346375,0,0,1906,75,0,0,45,23715,0,0,15,180,745328,31,399028,346300,54561,F,55,55,1,0,1,0,133777,0.847,8705,116,6.655,4754.5
6010,4969,6/3/1997,150180,60,2503,C,60,weekly,199,230248,154739,75509,8309,0,590,0,0,0,16,43309,8309,0,0,284,221349,12,154149,67200,79230,M,62,62,1,0,0,0,110643,0.519,8441,115,3.94,2065.5
6011,4981,28/11/1996,179328,48,3736,C,54,monthly,311,464665,250370,214295,29580,0,1447,75,0,0,52,26285,4930,0,15,178,433563,32,248923,184640,36075,M,26,26,1,0,0,0,387570,1,9897,140,1.78,18708.5
6012,4994,3/8/1996,258444,36,7179,C,1,weekly,205,138892,96392,42500,0,0,1080,0,0,0,16,11500,0,0,0,206,137812,11,95312,42500,53892,M,33,33,1,0,0,0,1204953,1,12541,167,0.315,92392
6013,4995,3/2/1996,128988,36,3583,D,20,weekly,551,620140,314911,305229,0,0,2605,300,0,1,82,35130,0,0,30,95,617235,53,312306,304929,9710,M,60,60,1,0,0,0,70646,0.584,8547,120,3.12,1552.5
6014,4999,18/5/1997,165168,36,4588,C,1,monthly,461,859600,442629,416971,77308,0,1834,150,0,0,97,31670,7028,0,15,113,780308,62,440795,339513,25660,F,41,38.5,2,1,0,0,1204953,1,12541,167,0.315,92392
6015,5001,9/11/1996,110112,24,4588,A,53,monthly,330,1413249,760052,653197,55752,0,2691,105,0,0,82,113707,9292,0,15,300,1354701,59,757361,597340,106858,M,36,36,1,0,0,0,107911,0.509,8240,99,3.03,1876.5
6019,5033,25/7/1996,11400,12,950,A,54,monthly,357,187438,107627,79811,14560,17568,1199,105,0,0,77,7685,1820,2196,15,119,154006,43,106428,47578,27820,F,19,19,1,0,0,0,387570,1,9897,140,1.78,18708.5
6027,5066,10/2/1996,61656,24,2569,B,13,weekly,167,192096,125896,66200,0,0,476,0,0,0,12,13800,0,0,0,241,191620,9,125420,66200,59696,F,46,46,1,0,0,0,53921,0.413,8598,123,2.98,1736
6028,5072,9/2/1997,317520,60,5292,C,6,monthly,303,495225,266951,228274,9315,6390,2303,90,0,0,73,36857,1863,1065,15,231,477127,46,264648,212479,38679,F,31,31,1,0,0,0,77963,0.515,8546,126,3.46,2880
6037,5118,4/5/1997,53232,48,1109,C,72,monthly,638,410179,222893,187286,52615,0,2689,255,0,0,150,4956,3095,0,15,140,354620,95,220204,134416,35627,M,35,35,1,0,0,0,226122,0.626,8994,110,4.295,9440
6038,5120,10/8/1994,323472,48,6739,A,1,monthly,415,708058,388618,319440,15040,0,1691,90,0,0,57,55723,3008,0,15,230,691237,37,386927,304310,72386,F,59,59,1,1,0,0,1204953,1,12541,167,0.315,92392
6043,5126,11/1/1996,20352,48,424,C,58,monthly,283,173270,97275,75995,21040,0,1215,75,0,0,48,19543,4208,0,15,144,150940,29,96060,54880,21282,F,51,49,2,0,0,0,109164,0.636,8757,96,3.625,2341.5
6044,5133,27/1/1998,57060,12,4755,C,68,weekly,415,809237,442841,366396,2002,27391,2453,210,0,0,86,78241,286,3913,30,157,777181,52,440388,336793,76442,M,56,56,1,1,0,0,228848,0.572,9893,96,4.36,5755
6052,5164,23/3/1998,22356,36,621,C,5,monthly,314,159845,88528,71317,29827,0,1024,90,0,0,54,8576,4261,0,15,81,128904,31,87504,41400,17214,M,59,59,1,0,0,0,95616,0.514,9307,118,4.115,2828
6054,5180,16/7/1998,58764,12,4897,C,54,monthly,507,315047,185109,129938,0,0,1758,15,0,0,34,47838,0,0,15,248,313274,21,183351,129923,55172,F,53,55.5,2,1,0,0,387570,1,9897,140,1.78,18708.5
6055,5181,28/4/1997,399120,60,6652,C,75,monthly,450,510516,264548,245968,0,0,1965,90,0,0,60,4715,0,0,15,110,508461,43,262583,245878,18582,F,57,57,1,0,0,0,138032,0.646,8819,99,5.48,4284
6059,5196,28/12/1997,79824,12,6652,A,13,weekly,182,448080,243075,205005,23715,0,796,90,0,0,31,22735,7905,0,30,173,423479,20,242279,181200,38070,M,43,43,1,1,0,0,53921,0.413,8598,123,2.98,1736
6063,5213,25/4/1996,320976,48,6687,D,1,monthly,251,754699,400580,354119,0,0,2511,45,0,0,50,48749,0,0,15,336,752143,33,398069,354074,46462,M,63,63,1,1,0,0,1204953,1,12541,167,0.315,92392
6064,5215,4/8/1994,14628,12,1219,A,55,monthly,399,417496,226199,191297,16,2976,1780,135,0,0,102,14874,2,372,15,161,412589,64,224419,188170,34917,F,50,50,1,1,0,0,157042,0.339,8743,111,2.115,3776.5
6066,5228,11/7/1994,173808,24,7242,A,77,after_transaction,383,1304745,699589,605156,0,0,3054,800,0,0,75,55404,0,0,100,340,1300891,55,696535,604356,94432,F,42,45.5,2,0,0,0,148545,0.535,8909,113,4.78,3525
6072,5256,10/5/1994,193968,36,5388,A,72,after_transaction,197,491579,286179,205400,0,0,1553,100,0,0,29,118900,0,0,100,746,489926,20,284626,205300,80780,M,27,27,1,0,0,0,226122,0.626,8994,110,4.295,9440
6073,5263,12/11/1996,276300,60,4605,C,64,monthly,487,285644,156609,129035,43450,0,1608,165,0,0,92,8765,3950,0,15,131,240421,55,155001,85420,27578,M,23,23,1,0,0,0,197099,0.747,9624,145,1.955,4374.5
6075,5267,26/11/1997,129312,24,5388,D,4,monthly,684,1905946,988728,917218,0,0,3534,315,34,2,152,59215,0,0,15,151,1902063,107,985194,916869,71517,F,26,26,1,0,0,0,149893,0.674,9753,109,4.825,5568
6076,5269,2/2/1997,117420,60,1957,C,49,monthly,213,296442,160491,135951,1586,0,1323,45,0,0,43,44168,793,0,15,149,293488,31,159168,134320,24554,M,33,33,1,0,0,0,75685,0.608,8208,155,2.03,1891.5
6077,5270,22/11/1993,79608,24,3317,A,44,monthly,313,932821,518282,414539,0,0,2868,90,0,0,53,37215,0,0,15,374,929863,37,515414,414449,103746,M,29,29,1,0,0,0,105606,0.53,8254,97,3.23,2245.5
6078,5283,9/9/1998,170832,48,3559,C,15,monthly,356,1039519,545821,493698,67543,0,2457,105,0,0,65,58164,9649,0,15,261,969414,40,543364,426050,52140,M,29,29,1,0,0,0,58796,0.519,9045,124,3.35,1862
6083,5305,31/3/1998,240528,48,5011,C,47,monthly,561,1177645,594031,583614,0,0,2726,195,0,0,91,44695,0,0,15,126,1174724,61,591305,583419,10422,M,43,43,1,0,0,0,162580,0.728,9538,111,1.655,5744.5
6087,5313,27/2/1994,300660,60,5011,C,40,monthly,304,682610,358264,324346,28955,4790,1295,75,0,0,66,24431,5791,958,15,82,647495,42,356969,290526,33919,M,49,49,1,0,0,0,128118,0.853,9317,97,6.735,6910.5
6088,5317,7/3/1997,90180,36,2505,C,28,monthly,138,110765,73665,37100,0,0,434,0,0,0,13,15400,0,0,0,152,110331,9,73231,37100,36566,M,39,39,1,0,0,0,72541,0.369,8594,112,1.805,1552.5
6095,5358,24/1/1997,68340,60,1139,C,4,monthly,617,1030894,538524,492370,137865,0,3224,225,0,0,114,24606,9191,0,15,190,889580,65,535300,354280,46157,M,46,46,1,0,0,0,149893,0.674,9753,109,4.825,5568
6097,5362,21/8/1997,202848,48,4226,C,76,weekly,349,664414,349109,315305,51304,0,1955,210,0,0,74,18790,6413,0,30,100,610945,48,347154,263791,33802,F,59,62,2,0,0,0,127369,0.512,8369,107,5.29,3271.5
6103,5385,7/4/1994,149340,60,2489,C,44,weekly,321,323613,173576,150037,52524,0,1080,180,0,0,56,11284,8754,0,30,92,269829,34,172496,97333,23568,M,36,36,1,0,0,0,105606,0.53,8254,97,3.23,2245.5
6104,5395,5/9/1997,158184,36,4394,C,47,monthly,497,781726,405271,376455,0,0,2964,225,0,0,95,5415,0,0,15,122,778537,63,402307,376230,28834,M,46,46,1,0,0,0,162580,0.728,9538,111,1.655,5744.5
6109,5422,3/6/1996,368880,60,6148,C,66,monthly,590,2106492,1106100,1000392,13312,22960,4537,255,0,0,182,87502,832,1435,15,299,2065428,113,1101563,963865,105727,M,25,23,2,0,0,0,125832,0.483,8512,102,3.81,2175
6111,5428,24/9/1993,174744,24,7281,B,24,monthly,163,369855,213997,155858,18600,0,847,45,0,0,32,13094,4700,0,15,86,350363,20,213150,137213,58141,F,51,51,1,0,0,0,122603,0.8,8991,128,1.655,5235.5
6112,5442,17/6/1994,174744,24,7281,B,34,monthly,452,870330,438628,431702,113540,14238,1633,210,1,3,118,11212,8110,1017,15,33,740708,58,436995,303713,6931,F,21,21,1,0,0,1,125236,0.877,9675,100,7.04,5256.5
6113,5445,1/10/1997,78696,36,2186,C,72,monthly,224,172929,104611,68318,2055,1872,941,45,0,0,41,6737,685,624,30,315,168016,25,103670,64346,36308,F,28,28,1,0,0,0,226122,0.626,8994,110,4.295,9440
6118,5477,4/10/1997,349392,48,7279,C,57,monthly,657,1831514,947772,883742,101472,0,5094,255,0,0,145,123357,6342,0,15,321,1724693,90,942678,782015,64050,M,45,45,1,1,0,0,161954,0.48,8720,116,4.1,3690
6120,5481,11/9/1994,209184,48,4358,A,52,monthly,391,981802,513027,468775,0,0,2007,120,0,0,68,56799,0,0,15,170,979675,48,511020,468655,44255,M,46,46,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
6130,5541,18/7/1996,32640,48,680,C,43,monthly,482,296691,157744,138947,34254,0,1643,165,0,0,107,29977,3114,0,15,128,260629,70,156101,104528,18800,M,57,57,1,0,0,0,161854,0.763,9425,125,2.1,3988
6136,5572,19/4/1998,140880,60,2348,C,15,monthly,251,465069,239414,225655,45256,0,2084,60,0,0,43,16529,11314,0,15,90,417669,27,237330,180339,13759,M,42,42,1,0,0,0,58796,0.519,9045,124,3.35,1862
6137,5574,10/4/1996,44628,12,3719,A,13,weekly,636,2078761,1079601,999160,190048,0,3726,480,0,0,146,49729,11878,0,30,240,1884507,94,1075875,808632,80440,M,56,56,1,0,0,0,53921,0.413,8598,123,2.98,1736
6142,5591,21/1/1997,221880,60,3698,C,9,monthly,311,456590,247751,208839,1938,2070,1495,75,0,0,71,18757,323,345,15,173,451012,45,246256,204756,38913,F,56,54.5,2,0,0,0,81344,0.553,8899,149,3.635,2737
6144,5593,9/8/1996,44376,12,3698,A,15,monthly,164,597964,333102,264862,24196,0,971,45,0,0,39,108827,6049,0,15,253,572752,27,332131,240621,68242,M,37,37,1,1,0,0,58796,0.519,9045,124,3.35,1862
6147,5602,28/12/1997,177504,48,3698,C,19,after_transaction,536,830917,425450,405467,0,0,2748,1600,0,0,86,2900,0,0,100,82,826569,53,422702,403867,19981,M,55,55,1,1,0,0,51428,0.527,8402,120,3.54,1049
6150,5622,2/11/1994,83016,12,6918,A,70,monthly,632,2629263,1348332,1280931,113886,0,5665,270,0,0,196,41915,6327,0,15,303,2509442,139,1342667,1166775,93620,M,20,20,1,0,0,1,285387,0.899,10177,81,7.175,9993
6151,5628,25/4/1995,225420,60,3757,C,61,monthly,312,278072,155237,122835,0,0,1048,75,0,0,51,10915,0,0,15,118,276949,37,154189,122760,32403,F,51,51,1,0,0,0,117897,0.538,8814,107,5.22,2085.5
6153,5632,25/7/1995,285600,60,4760,C,5,weekly,252,510175,269185,240990,0,0,1201,180,0,0,49,40567,0,0,30,221,508794,36,267984,240810,28194,F,19,18.5,2,0,0,0,95616,0.514,9307,118,4.115,2828
6157,5650,10/7/1995,98592,24,4108,A,10,after_transaction,183,280992,162432,118560,21060,0,1307,200,0,0,26,35130,10530,0,100,288,258425,16,161125,97300,43872,F,36,36,1,0,0,0,92084,0.467,10124,141,0.52,4063
6168,5698,21/11/1998,99216,36,2756,C,1,monthly,443,1090572,560690,529882,91080,0,3179,120,0,0,86,13535,10120,0,15,182,996193,55,557511,438682,30811,F,48,51.5,2,0,0,0,1204953,1,12541,167,0.315,92392
6169,5700,16/3/1995,103680,60,1728,D,42,monthly,604,424713,227468,197245,0,0,2144,225,0,0,109,9015,0,0,15,99,422344,75,225324,197020,30228,M,28,28,1,0,0,0,95907,0.591,8388,87,2.67,1663
6173,5724,8/1/1997,232560,48,4845,C,14,after_transaction,630,1270260,658007,612253,43072,4215,3567,1600,0,0,176,38454,2692,281,100,221,1217806,109,654440,563366,45754,F,60,60,1,0,0,0,177686,0.748,10045,135,1.555,6449.5
6175,5735,21/2/1996,290700,60,4845,D,52,monthly,392,1427463,719517,707946,0,0,2981,180,10,1,100,12625,0,0,15,21,1424292,74,716536,707756,11575,F,40,40,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
6178,5742,16/12/1995,232560,48,4845,C,74,after_transaction,164,352802,197023,155779,0,0,1342,300,0,0,27,43579,0,0,100,350,351160,19,195681,155479,41244,F,29,29,1,0,0,0,323870,1,10673,100,5.07,18564.5
6185,5774,28/11/1995,31176,24,1299,A,1,monthly,173,207630,129139,78491,1413,0,961,15,0,0,23,27071,1413,0,15,256,205241,16,128178,77063,50647,M,31,31,1,0,0,0,1204953,1,12541,167,0.315,92392
6190,5794,6/5/1996,123600,60,2060,C,70,monthly,297,446948,231226,215722,0,0,1350,105,0,0,49,1715,0,0,15,56,445493,32,229876,215617,15520,M,32,35,2,0,0,0,285387,0.899,10177,81,7.175,9993
